num.trans.involved.in,sample,peak
1,WROL2019_177,200.0694488
1,WROL2019_177,200.1397012
47,WROL2019_177,201.0768413
6,WROL2019_177,201.1133055
1,WROL2019_177,201.8021074
1,WROL2019_177,202.3171006
3,WROL2019_177,203.0562175
3,WROL2019_177,203.0925986
3,WROL2019_177,203.1732841
1,WROL2019_177,204.7987823
1,WROL2019_177,204.903806
1,WROL2019_177,207.0253275
45,WROL2019_177,207.0299269
49,WROL2019_177,207.066308
17,WROL2019_177,208.0615436
9,WROL2019_177,209.0092286
49,WROL2019_177,209.0455803
22,WROL2019_177,209.0819912
1,WROL2019_177,209.1544104
25,WROL2019_177,209.154707
26,WROL2019_177,211.0612573
34,WROL2019_177,211.0976304
39,WROL2019_177,211.133983
41,WROL2019_177,213.0769008
38,WROL2019_177,213.1132838
10,WROL2019_177,215.0561782
39,WROL2019_177,215.0925338
27,WROL2019_177,215.1289345
3,WROL2019_177,217.0484994
39,WROL2019_177,217.0717993
27,WROL2019_177,217.1082018
29,WROL2019_177,217.14453
1,WROL2019_177,218.8901602
1,WROL2019_177,219.0660422
30,WROL2019_177,221.0819869
32,WROL2019_177,221.1547026
52,WROL2019_177,223.0248397
63,WROL2019_177,225.0404863
52,WROL2019_177,225.0768783
37,WROL2019_177,225.1496035
53,WROL2019_177,227.0561483
1,WROL2019_177,227.0842504
38,WROL2019_177,227.0925419
47,WROL2019_177,227.1289076
1,WROL2019_177,228.0054541
8,WROL2019_177,228.1605368
41,WROL2019_177,229.0718072
39,WROL2019_177,229.1081903
43,WROL2019_177,229.1445526
1,WROL2019_177,229.2714033
40,WROL2019_177,231.0510635
40,WROL2019_177,231.0874424
30,WROL2019_177,231.1238449
2,WROL2019_177,232.0953379
40,WROL2019_177,233.0819403
40,WROL2019_177,233.118313
1,WROL2019_177,233.1541587
27,WROL2019_177,233.1547007
1,WROL2019_177,234.8837514
38,WROL2019_177,235.0248428
51,WROL2019_177,235.061225
40,WROL2019_177,235.0976172
23,WROL2019_177,235.1703306
7,WROL2019_177,236.1054076
1,WROL2019_177,236.9659403
60,WROL2019_177,237.0404904
63,WROL2019_177,237.0768772
2,WROL2019_177,237.1078554
65,WROL2019_177,239.0197304
60,WROL2019_177,239.0561165
63,WROL2019_177,239.0925097
42,WROL2019_177,239.1289014
1,WROL2019_177,240.6316165
43,WROL2019_177,241.0718073
55,WROL2019_177,241.1081834
18,WROL2019_177,241.1364762
46,WROL2019_177,241.1445558
2,WROL2019_177,242.1398639
10,WROL2019_177,242.1761835
30,WROL2019_177,243.0510742
52,WROL2019_177,243.0874561
55,WROL2019_177,243.1238242
5,WROL2019_177,243.1335387
33,WROL2019_177,243.1601886
1,WROL2019_177,244.9397744
3,WROL2019_177,245.0489481
61,WROL2019_177,245.0666936
63,WROL2019_177,245.103084
41,WROL2019_177,245.1394872
62,WROL2019_177,247.0612052
52,WROL2019_177,247.0823441
43,WROL2019_177,247.0976109
10,WROL2019_177,247.1106915
36,WROL2019_177,247.1187463
1,WROL2019_177,247.4908036
8,WROL2019_177,248.1140322
65,WROL2019_177,249.0404817
37,WROL2019_177,249.0768876
18,WROL2019_177,249.1077186
28,WROL2019_177,249.1132794
36,WROL2019_177,249.1496328
1,WROL2019_177,250.9815745
42,WROL2019_177,251.0561601
75,WROL2019_177,251.092512
37,WROL2019_177,251.1289264
67,WROL2019_177,253.0353938
39,WROL2019_177,253.0718158
68,WROL2019_177,253.1081745
