Watershed,dep_names,expl_names,nobs,p.value,r.squared,adj.r.squared,RMSE,statistic,df,r,p,r.sq.adj,r_labels,r2_labels
Willamette,AI_Mod.mean,lulc_evenness,52,0.4019338075186396,0.01409146924520858,-0.00562670136988741,0.02239587663071455,0.7146438440095675,1,0.11870749447784892,n.s.,NA,NA,NA
Willamette,AI_Mod.mean,PctDecid2019Ws,52,0.2081675434281145,0.03149344507628348,0.012123313977809191,0.022197345224625457,1.625876712768559,1,0.17746392612664547,n.s.,NA,NA,NA
Willamette,AI_Mod.mean,PctConif2019Ws,52,0.5231566214260004,0.008201379906470976,-0.011634592495399554,0.022462676579283105,0.4134599373458277,1,-0.09056147031972862,n.s.,NA,NA,NA
Willamette,CHON_norm,WsAreaSqKm,52,1.2087893833093893e-6,0.37861808418546744,0.3661904458691767,1.7273989212603391,30.46581132709338,1,0.6153194976477405,< 0.1,0.37,r~'= '*0.62,r^2~'= '*0.37
Willamette,CHON_norm,tt_hr,52,0.0158934111123588,0.11081471328945652,0.09303100755524574,2.066376590133205,6.231249827547475,1,0.3328884397053412,< 0.1,0.09,r~'= '*0.33,r^2~'= '*0.09
Willamette,CHON_norm,Da,52,0.3339845616326004,0.018678382304379064,-9.480500495333555e-4,2.1707960477898616,0.951695242801254,1,0.13666887833145894,n.s.,NA,NA,NA
Willamette,CHON_norm,lulc_evenness,52,1.1516283177712848e-7,0.43299797057070444,0.4216579299821185,1.6500824522962028,38.183105888221405,1,0.6580258129972597,< 0.1,0.42,r~'= '*0.66,r^2~'= '*0.42
Willamette,CHON_norm,PctDecid2019Ws,52,0.1079411333516025,0.05086028407405691,0.03187748975553806,2.1349043021837137,2.679283314176756,1,-0.2255222474037916,n.s.,NA,NA,NA
Willamette,CHON_norm,PctConif2019Ws,52,2.529458291240984e-7,0.41531702897450434,0.40362336955399436,1.6756123850972253,35.51642937762198,1,-0.6444509515661406,< 0.1,0.40,r~'= '*-0.64,r^2~'= '*0.40
Willamette,normalized.transformations,WsAreaSqKm,52,0.2305657072226612,0.02861806864807629,0.00919043002103781,1.0968439182911631,1.4730595517793401,1,0.1691687578960024,n.s.,NA,NA,NA
Willamette,normalized.transformations,tt_hr,52,0.01833152293351681,0.10630565039187793,0.08843176339971548,1.0520692499125097,5.947539583219483,1,0.32604547288971525,< 0.1,0.09,r~'= '*0.33,r^2~'= '*0.09
Willamette,normalized.transformations,Da,52,0.0776573420383719,0.06095100419653558,0.042170024280466234,1.0784349334071655,3.2453580414291907,1,0.24688257167433997,< 0.1,0.04,r~'= '*0.25,r^2~'= '*0.04
Willamette,normalized.transformations,lulc_evenness,52,0.04206606194906864,0.08008648666067376,0.06168821639388722,1.0673904685747557,4.3529356564160215,1,0.28299555943631666,< 0.1,0.06,r~'= '*0.28,r^2~'= '*0.06
Willamette,normalized.transformations,PctDecid2019Ws,52,0.8615000856692632,6.146886892587289e-4,-0.019373017536956194,1.1125417103009523,0.03075333819208007,1,-0.024792916110428373,n.s.,NA,NA,NA
Willamette,normalized.transformations,PctConif2019Ws,52,0.0481211026663657,0.07586286904787651,0.057380126428834055,1.0698380281870785,4.104524453514611,1,-0.27543214962650325,< 0.1,0.06,r~'= '*-0.28,r^2~'= '*0.06
Deschutes,DOC_mgL,WsAreaSqKm,42,0.4570963993230903,0.01390102869912132,-0.010751445583400576,0.9040161589474923,0.563879655235127,1,-0.11790262380083541,n.s.,NA,NA,NA
Deschutes,DOC_mgL,tt_hr,42,0.5451836726596089,0.009222615931574616,-0.015546818670135965,0.9061581124028024,0.37233857291751343,1,-0.09603445179504393,n.s.,NA,NA,NA
Deschutes,DOC_mgL,Da,42,0.8940767202610511,4.486798689386735e-4,-0.024540103134337743,0.9101615591845437,0.01795525091717522,1,-0.021182064794034443,n.s.,NA,NA,NA
Deschutes,DOC_mgL,lulc_evenness,42,0.06515747739632687,0.08248485487792145,0.0595469762498696,0.8720122007300791,3.5960106082803267,1,0.2872017668433143,< 0.1,0.06,r~'= '*0.29,r^2~'= '*0.06
Deschutes,DOC_mgL,PctDecid2019Ws,42,0.17373518483883948,0.0457598158165198,0.021903811211932855,0.8892928307375365,1.9181676301203077,1,-0.2139154408090258,n.s.,NA,NA,NA
Deschutes,DOC_mgL,PctConif2019Ws,42,0.027147556006337652,0.11622592097893224,0.09413156900340569,0.8558281560699621,5.2604358393345265,1,-0.34091922940622205,< 0.1,0.09,r~'= '*-0.34,r^2~'= '*0.09
Deschutes,peaks.with.formula,WsAreaSqKm,43,0.6289712601636315,0.0057473517392723494,-0.018502712852452863,879.5966220640548,0.23700356415683685,1,0.07581129031531078,n.s.,NA,NA,NA
Deschutes,peaks.with.formula,tt_hr,43,0.9847263525173813,9.048328923889506e-6,-0.024380974882565853,882.1312547461903,3.709848426723521e-4,1,0.003008044036228409,n.s.,NA,NA,NA
Deschutes,peaks.with.formula,Da,43,0.8940774870168642,4.3759912471296375e-4,-0.023941971628342884,881.9422137544918,0.017949418763171385,1,0.020918870063006918,n.s.,NA,NA,NA
Deschutes,peaks.with.formula,lulc_evenness,43,0.057953592746292554,0.08492623224678902,0.06260735986256427,843.8460610118082,3.8051309575485663,1,0.2914210566290452,< 0.1,0.06,r~'= '*0.29,r^2~'= '*0.06
Deschutes,peaks.with.formula,PctDecid2019Ws,43,0.31432622965064316,0.024685430642453206,8.972704142203858e-4,871.1792657001906,1.0377192017210073,1,-0.1571159783168256,n.s.,NA,NA,NA
