wrol_sample_id,whondrs_id,Site,Watershed,Sampling Event,sample_date,DOC,DOC SD,TN,TN SD,fi,hix,fi_new,manta_probe1,manta_probe2,freshness,b,t,a,m,c,uva254,uva412,S275295,S350400,SR,S280450,totala250450,totala300340,uva254corr,suva254,old_name/alias,notes
174,110,LOO-BLU,Willamette,04-Spring 2020,21-Apr-2020,0.66,0.023,0.026,0.036,1.119826509,14.47117088,1.445361546,101.3014586,47.12754479,0.434888181,0.009737086,0,0.103789878,0.056920938,0.050987762,2.034264732,0.177121597,0.01409256,0.017683028,0.796954038,0.016699977,144.7161575,34.14960498,#REF!,3.08221929,,
172,106,HJA-WS1,Willamette,04-Spring 2020,21-Apr-2020,0.9,0.032,0.007,0.078,1.14490002,11.96686126,1.5228451,145.846965,68.60175468,0.506882286,0.022204599,0.015259136,0.153310128,0.081100899,0.071416555,2.44960064,0.185560429,0.012619118,0.018839583,0.669819395,0.017384531,175.2399011,42.42360123,#REF!,2.721778489,,
173,109,HJA-WS2,Willamette,04-Spring 2020,21-Apr-2020,0.909,0.377,0.013,0.024,1.067821774,18.57452308,1.418107677,128.8004685,62.67387876,0.45542261,0.016941153,-3.55271E-15,0.138564513,0.072506965,0.064564015,2.974030038,0.252630556,0.012202082,0.018949346,0.643931555,0.017264316,219.8723367,53.75306571,#REF!,3.271760217,,
175,107,MCK-WAL,Willamette,04-Spring 2020,23-Apr-2020,0.956,0.059,0.02,0.082,1.302453846,3.864342099,1.620633766,249.5969012,68.11069608,0.454581107,0.047162238,0.053293905,0.156545442,0.083397993,0.075104358,2.750435565,0.248303128,0.013258408,0.018363593,0.721994211,0.015702235,203.825759,48.67474193,#REF!,2.87702465,,
176,114,WIL-COR,Willamette,04-Spring 2020,23-Apr-2020,1.466,0.353,0.231,0.117,1.142419637,5.250038721,1.438259873,239.6941085,93.48352261,0.618112549,0.096239657,0.08688526,0.259081553,0.143577499,0.104137188,3.778540468,0.29883532,0.014760785,0.018545949,0.795903465,0.017268436,266.4300563,62.4340438,#REF!,2.57744916,,
177,112,WIL-GOS,Willamette,04-Spring 2020,23-Apr-2020,2.123723777,0.239002092,0.12904184,0.113844192,1.21838027,6.428411101,1.513392944,390.0664795,161.1984786,0.597698319,0.12183192,0.146147193,0.417709308,0.237536391,0.183448166,6.374317268,0.5638839,0.013356187,0.018414298,0.725316104,0.016892973,468.6112549,112.5447135,#REF!,3.00148133,WIL-GOS 23-APR,
178,111,WIL-HAR,Willamette,04-Spring 2020,23-Apr-2020,1.243,0.172,0.12,0.175,1.279333019,8.307513947,1.473211571,182.1872975,75.29966479,0.573824789,0.078535704,0.06615262,0.197279294,0.112610552,0.088165729,2.893631796,0.225215463,0.013885257,0.018920196,0.73388549,0.017627024,208.1090638,49.80516821,#REF!,2.327941911,,
179,105,WIL-JAS,Willamette,04-Spring 2020,23-Apr-2020,1.912490784,0.033234019,0.066061275,0.070144993,1.186025701,8.092635008,1.483321933,345.6223646,152.1410951,0.526524498,0.075454468,0.099901481,0.358022495,0.198130143,0.163999842,7.042493762,0.623493055,0.013165904,0.018057014,0.72912963,0.016783604,518.2059099,124.7493981,#REF!,3.682367423,WIL-JAS 23-APR; WIL-JAS 2020-04,
180,108,WIL-POR,Willamette,04-Spring 2020,27-Apr-2020,1.387,0.076,0.469,0.1,1.229463501,8.528808883,1.512470666,256.6013914,102.2481851,0.592015032,0.084653103,0.080801627,0.294896887,0.160726278,0.120347554,3.823105672,0.280467303,0.01406554,0.019170828,0.733694937,0.01797205,270.3863141,64.43174484,#REF!,2.756384767,WIL-POR 21-APR,
132,#N/A,CT-THOM Dec 2019,Connecticut,99-Monthly,3-Dec-2019,3.048,0.049,0.400,0.053,1.181522376,12.69564773,1.504975483,665.669813,312.3138578,0.545963919,0.068878974,0.100553275,0.702683724,0.427053624,0.351060704,11.33921787,0.968293587,0.013304512,0.018411675,0.722612782,0.016835485,820.8722528,196.6756079,#REF!,3.720318957,CT-THOM 2019-12,
133,#N/A,CT-THOM Jan 2020,Connecticut,99-Monthly,24-Jan-2020,2.708,0.028,0.625,0.107,1.18690961,10.40684916,1.499864272,556.0730787,260.2077699,0.540477464,0.072797399,0.118042183,0.60385659,0.364214053,0.298469245,9.807173612,0.791821624,0.013321013,0.018932533,0.703604371,0.017383249,701.0948113,168.2150129,#REF!,3.620949401,CT-THOM 2020-01,
134,NA,CT-THOM Feb 2020,Connecticut,99-Monthly,2-Mar-2020,2.663,0.064,0.423,0.006,1.145229926,11.26120236,1.490209993,526.7323984,246.88502,0.522107562,0.060829805,0.076939335,0.57019436,0.345184032,0.275616978,9.610057321,0.840335326,0.013205087,0.018321927,0.720725889,0.016716332,699.5120354,168.1574542,#REF!,3.609172927,CT-THOM 2020-02,no FTICR data
167,NA,CT-THOM Aug 2020,Connecticut,99-Monthly,30-Aug-2020,2.992,0.127,0.53,0.185,1.270650759,5.11462717,1.615856654,571.5896436,199.6618289,0.717611789,0.171256992,0.206177799,1.102016192,0.475103856,0.252418909,8.428024957,0.605290699,0.017604989,0.018315557,0.961204136,0.017460205,554.8004722,123.7868726,#REF!,2.816853261,CT-THOM 2020-08,no FTICR data
168,#N/A,CT-THOM Oct 2020,Connecticut,99-Monthly,1-Oct-2020,2.708,0.573,0.559,0.037,1.315044354,4.861749635,1.617714699,565.5534097,203.1792165,0.713200793,0.192412627,0.24598076,0.655116204,0.38572833,0.265366094,7.240227225,0.550471136,0.018017049,0.017414253,1.034615096,0.01708392,481.5695598,106.8859411,#REF!,2.673687203,CT-THOM 2020-09; THOM SEPT 2020,
135,034,DES-MOO Oct 2019,Deschutes,99-Monthly,1-Oct-2019,0.791,0.021,0.270,0.210,1.247382759,5.033080204,1.614778817,127.9401669,51.2098276,0.669678353,0.057002209,0.046998581,0.1418289,0.077428498,0.059497896,2.233169941,0.145804722,0.015120288,0.018111785,0.834831446,0.01903318,144.943114,33.36528877,#REF!,2.822715818,DES-MOO 2019-10,
136,037,DES-MOO Nov 2019,Deschutes,99-Monthly,10-Nov-2019,0.840,0.181,0.120,0.160,1.274208435,7.392466567,1.56611427,126.001348,49.02929749,0.677840391,0.043902815,0.043830288,0.143818165,0.075407989,0.058913719,2.21051709,0.263193761,0.013834897,0.013785589,1.003576776,0.013781599,166.3187481,37.91404703,#REF!,2.632198629,DES-MOO 2019-11,
137,062,DES-MOO Dec 2019,Deschutes,99-Monthly,27-Dec-2019,0.573,0.045,0.188,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DES-MOO 2019-12,
139,104,DES-MOO Apr 2020,Deschutes,99-Monthly,3-Apr-2020,0.977,0.04,0.035,0.021,1.279350848,6.898827072,1.612913957,131.9086949,48.55526681,0.654097512,0.063942984,0.058035242,0.144286017,0.073305221,0.055708841,2.171074839,0.195327763,0.016785032,0.015836942,1.059865696,0.01585504,150.9843897,33.76959936,#REF!,2.222185096,DES-MOO 2020-04,
140,151,DES-MOO Jun 2020,Deschutes,99-Monthly,21-Jun-2020,0.9,0.023,0.056,0.058,1.318567181,4.799844089,1.624467232,124.7334489,44.58651302,0.695974957,0.055118568,0.057795166,0.138835634,0.067249209,0.052028353,1.599427317,0.118901013,0.017424872,0.018703451,0.931639419,0.017702975,106.2244878,23.68781489,#REF!,1.777141463,DES-MOO 2020-06,
224,152,DES-MOO Jul 2020,Deschutes,99-Monthly,30-Jul-2020,0.901,0.038,0.079,0.025,1.273127018,3.364129443,1.56319285,113.0261917,40.71284503,0.747428005,0.069584816,0.10312196,0.126678937,0.065697504,0.050131098,1.947352856,0.185006405,0.014024972,0.016675139,0.841070744,0.01620169,139.3731162,32.60809055,#REF!,2.161323924,DES-MOO 2020-07,
225,154,DES-MOO Sep 2020,Deschutes,99-Monthly,3-Sep-2020,0.764,0.002,0.136,0.051,1.368386151,3.627749139,1.647756137,116.4172658,44.725478,0.783815049,0.074639819,0.084876041,0.132999401,0.067711497,0.056190168,1.719468959,0.205958788,0.013997733,0.014070823,0.994805547,0.013937941,129.2927155,29.8042237,#REF!,2.249544958,DES-MOO 2020-09,
138,085,DES-MOO Mar 2020,Deschutes,99-Monthly,8-Mar-2020,0.573,0.192,0.188,0.021,1.174117415,12.81566463,1.477166893,100.7309363,40.32386583,0.615283043,0.017025002,0.019345598,0.117869772,0.056647554,0.04614028,1.845153422,0.10860098,0.014866575,0.020800542,0.714720579,0.020217455,119.8868289,28.00757304,#REF!,3.218986785,,
142,#N/A,GUN-GRJ Nov 2019,Gunnison,99-Monthly,24-Nov-2019,3.641,0.375,0.668,0.132,1.267706669,6.385892529,1.597887869,1016.37104,364.5696456,0.687123729,0.112579319,0.186353584,1.100140913,0.609390063,0.435955533,10.03805321,0.620063131,0.016629495,0.019424435,0.856112176,0.018411251,644.3328244,145.2836824,#REF!,2.75722277,GUN-GRJ 2019-11,
143,#N/A,GUN-GRJ Dec 2019,Gunnison,99-Monthly,8-Jan-2020,3.003,0.969,0.780,0.716,1.255184659,12.88471081,1.549438231,770.5096028,272.6228307,0.695490215,0.082983159,0.096501379,0.852686285,0.46230078,0.32450068,7.961404791,0.4896434,0.017185942,0.019590213,0.877271846,0.018716639,507.963736,113.864695,#REF!,2.651338887,GUN-GRJ 2019-12,
144,#N/A,GUN-GRJ Jan 2020,Gunnison,99-Monthly,29-Jan-2020,3.216,0.156,0.683,0.022,1.263673633,6.780445782,1.572332165,804.9834146,283.0283068,0.69590648,0.187976643,0.203388649,0.872198573,0.483392768,0.338782294,8.442091319,0.475455108,0.017927045,0.019869483,0.902240099,0.019015949,524.1950362,115.9464688,#REF!,2.625410769,GUN-GRJ 2020-01,
145,NA,GUN-GRJ Feb 2020,Gunnison,99-Monthly,10-Mar-2020,3.366,0.014,0.579,0.032,1.283048531,10.25741656,1.5899591,772.2905789,267.5421744,0.720719985,0.116382816,0.134557324,0.853953891,0.439305684,0.321147898,7.491977525,0.421363896,0.018057912,0.02019706,0.894086163,0.019443118,470.2490028,104.3151026,#REF!,2.225928122,GUN-GRJ 2020-02,no FTICR data
146,#N/A,GUN-GRJ Apr 2020,Gunnison,99-Monthly,24-Apr-2020,3.898,0.707,0.42,0.077,1.25028745,5.101103105,1.574397763,1068.4066,353.3822676,0.727300737,0.25707058,0.472580672,1.54045039,0.699895907,0.421864812,10.64574108,0.798419034,0.016667907,0.017003965,0.980236518,0.016912616,708.2857259,159.5418255,#REF!,2.731077753,GUN-GRJ 2020-04,
147,#N/A,GUN-GRJ Jun 2020,Gunnison,99-Monthly,23-Jun-2020,3.998,0.177,1.147,0.155,1.2659347,7.515639823,1.592769456,1137.775014,378.4438143,0.702641026,0.251802615,0.330041942,1.583537512,0.757341538,0.463424122,11.17843424,0.752153983,0.016454357,0.018852459,0.872796332,0.018187965,739.1311651,166.909542,#REF!,2.796006564,GUN-GRJ 2020-06,
169,#N/A,"GUN-GRJ ""July"" 2020",Gunnison,99-Monthly,5-Aug-2020,4.007,0.021,1.43,0.05,1.285185621,1.964322904,1.594875581,1204.257634,395.5977,0.712644421,0.276020677,0.341424913,1.650726138,0.789830191,0.496185229,11.12585552,0.757519758,0.016655591,0.018461012,0.902203604,0.017783128,716.5264454,160.4614447,#REF!,2.776604821,GUN-GRJ 2020-08,
148,035,WIL-POR Oct 2019,Willamette,99-Monthly,1-Oct-2019,1.413,0.264,0.472,0.026,1.287365546,6.263811005,1.609893152,254.7753314,109.7755527,0.650537574,0.070098681,0.086134114,0.27367211,0.176533875,0.141296134,4.690671264,0.423641961,0.014544278,0.017043321,0.853371154,0.01629195,336.2754498,78.52065979,#REF!,3.318994096,WIL-POR 2019-10,
149,036,WIL-POR Nov 2019,Willamette,99-Monthly,10-Nov-2019,1.371,0.021,0.413,0.044,1.361722803,4.882198923,1.65146523,250.1502092,107.1118745,0.659290286,0.111293608,0.105043883,0.277135489,0.169232158,0.141055575,5.639039539,0.624400736,0.014655794,0.014676768,0.998570909,0.014452828,417.2619519,95.95356136,#REF!,4.11330165,WIL-POR 2019-11,
150,023,WIL-POR Dec 2019,Willamette,99-Monthly,27-Dec-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,NA,WIL-POR 2019-12,
151,086,WIL-POR Mar 2020,Willamette,99-Monthly,8-Mar-2020,1.091,0.128,0.883,0.035,1.311845062,9.440929598,1.53497232,232.8606365,98.59523046,0.607849739,0.045937651,0.030537851,0.266120805,0.150592803,0.121516879,4.128075798,0.356791666,0.013245542,0.018316143,0.723162176,0.017027138,299.8200547,71.68885127,#REF!,3.782641271,WIL-POR 2020-03,
152,103,WIL-POR Apr 2020,Willamette,99-Monthly,3-Apr-2020,2.273,0.478,0.814,0.051,1.21802965,7.500052697,1.510662449,479.8638113,199.3463457,0.580614615,0.12970917,0.137015888,0.506431396,0.285930602,0.228895376,8.230253859,0.739977553,0.01293373,0.018132278,0.713298699,0.016714338,607.4642007,146.6741188,#REF!,3.620877193,WIL-POR 2020-04,
228,150,WIL-POR Jun 2020,Willamette,99-Monthly,21-Jun-2020,1.359,0.129,0.364,0.133,1.18780178,5.941135143,1.506110237,295.8284938,116.1518896,0.621806221,0.097557497,0.098915821,0.325948195,0.183939775,0.137246006,4.518458266,0.334002331,0.014385,0.019924427,0.721978116,0.018079319,318.2984232,75.31115673,#REF!,3.32484052,WIL-POR 2020-06,
229,153,WIL-POR Jul 2020,Willamette,99-Monthly,30-Jul-2020,1.28,0.035,0.421,0.034,1.186815289,3.545716152,1.48530812,221.111975,83.13975416,0.71501132,0.106502976,0.134410191,0.246841042,0.142045298,0.09972416,3.809460699,0.281879464,0.016787457,0.018817908,0.892100077,0.017652061,256.9279862,58.13611499,#REF!,2.976141171,WIL-POR 2020-07,
230,155,WIL-POR Sep 2020,Willamette,99-Monthly,3-Sep-2020,1.039,0.260,0.341,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,NA,WIL-POR 2020-09,
234,#N/A,GUN-GRJ Sep 2020,Gunnison,99-Monthly,23-Sep-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,NA,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
