Name,Mass,WROL2019_084,WROL2019_078
C6H10N1O7P1,239.019492,2,0
C6H10N2O1,126.079313,3,5
C6H10N2O2,142.074228,2,6
C6H10O_1Cl1N5,171.0676,0,1
C6H10O1,98.073165,135,213
C6H10O2,114.06808,128,206
C6H10O3,130.062995,123,195
C6H10O3S1,162.035067,5,9
C6H10O4,146.05791,91,143
C6H10O5,162.0528236,62,118
C6H10O5P1N3,235.03581,0,0
C6H10O6,178.0477382,53,109
C6H10O7S1,226.014727,0,0
C6H11N1O2,129.078979,18,22
C6H11N1O4,161.068809,10,16
C6H11N3O2,157.085127,0,0
C6H11O_1N1,81.094234,4,9
C6H11O10N1S2,320.982443,0,0
C6H11O5,163.06065,1,2
C6H11O6P1,210.029328,4,5
C6H11O8P1,242.019158,1,2
C6H12O4,148.07356,87,129
C6H12O5,164.068475,50,99
C6H12O7,196.058305,23,46
C6H12O7N1P1,241.035142,2,1
C6H12O9S2,291.992279,0,1
C6H14,86.10955,90,169
C6H14O_1,70.114635,75,145
C6H14O1,102.104465,105,171
C6H14O1N2,130.110613,1,1
C6H14O1N4,158.116761,0,0
C6H14O2N4,174.111676,0,1
C6H1N1O1,103.005814,8,15
C6H2I2O1,343.8195,1,0
C6H3Cl3,179.93,0,2
C6H3I1O1,217.9228,0,0
C6H3N1,89.026549,11,16
C6H3N1O1,105.021464,11,16
C6H3N1O2,121.016379,17,21
C6H3N1O3S1,168.983366,3,2
C6H4,76.0313,90,162
C6H4Cl2,145.969,1,2
C6H4I2O1,345.8352,0,0
C6H4N2,104.037448,3,5
C6H4N2O1,120.032363,7,9
C6H4O1,92.026215,91,167
C6H4O1N1,106.029289,2,2
C6H4O2,108.02113,114,176
C6H4O3,124.0161719,39,89
C6H4O4,140.01096,99,160
C6H5Cl1,112.008,30,42
C6H5N1,91.042199,10,18
C6H5N1O_1,75.047284,3,7
C6H5N1O1,107.037114,9,19
C6H5N2,105.045273,0,0
C6H5N3,119.048347,0,1
C6H5O_1N5,131.05958,0,0
C6H5O1N4,149.046336,0,0
C6H6N1O2,124.039854,0,4
C6H6N2O2,138.042928,5,5
C6H6O1N4,150.054161,0,0
C6H6O2,110.03678,132,231
C6H6O3,126.031695,105,179
C6H6O5,158.021525,85,148
C6H6O6,174.01644,60,118
C6H6O8,206.00627,27,61
C6H7N1,93.057849,11,22
C6H7N1O4,157.037509,11,20
C6H7N2O1,123.055838,0,0
C6H7N2O5P1,218.009261,0,0
C6H7O1N1,109.052764,13,17
C6H8,80.0626,101,185
C6H8N1S1,126.037746,0,0
C6H8N3,122.071822,0,1
C6H8N4O1,152.069811,0,0
C6H8O,96.057515,115,201
C6H8O2,112.052473,123,182
C6H8O3,128.047345,127,207
C6H8O4,144.04226,105,183
C6H8O5,160.037175,86,145
C6H8O6,176.03209,57,114
C6H9N1O3,143.058244,19,26
C6H9N1O4,159.053159,24,23
C6H9O2N1,127.063329,15,23
C6H9O2P_1,82.086492,1,1
C6O2,103.98983,78,149
C7H10N7O15P3S1,556.916854,0,0
C7H10O1,110.073165,97,159
C7H10O3,142.062995,111,171
C7H10O4,158.05791,89,137
C7H10O5,174.052825,72,125
C7H11O3N1,157.073894,14,23
C7H12N2O3,172.084793,1,1
C7H12O12N5P3,450.969539,0,0
C7H12O1S1,144.060887,14,23
C7H12O3,144.078645,102,179
C7H12O4,160.07356,85,139
C7H12O5,176.068475,61,110
C7H12O5N3P1,249.05146,0,0
C7H12O6,192.06339,42,92
C7H13N1O2,143.094629,10,15
C7H13N1O4,175.084459,11,15
C7H13N3O3,187.095692,0,0
C7H13O7N2P1,268.046041,0,1
C7H16N1O1,130.123189,0,4
C7H17N3O_1,127.147332,0,0
C7H19N3O_1,129.162982,0,0
C7H1N_1O1,86.999666,14,18
C7H1N1O3,146.995644,7,13
C7H3N1O2,133.016379,2,9
C7H3N3O4,193.012357,0,0
C7H4,88.0313,57,118
C7H4Cl4O2,259.8965,0,0
C7H4O1,104.026215,50,105
C7H4O2,120.02113,90,168
C7H4O4,152.01096,75,147
C7H4O4S1,183.983032,2,3
C7H4O6,184.00079,50,86
C7H5N1O_3,55.057454,1,3
C7H5N1O1,119.037114,5,16
C7H5N1O2,135.032029,11,19
C7H5N1O3,151.026944,9,11
C7H6,90.04695,65,125
C7H6O2,122.03678,90,157
C7H6O3,138.031695,94,179
C7H7Cl1,126.0237,20,32
C7H7N1O2,137.047679,10,21
C7H7N5O1,177.06506,0,1
C7H7O_1N1,89.062934,4,11
C7H8,92.0626,65,134
C7H8N1O5P1S1,248.986084,0,0
C7H8N5O4P1,257.031393,0,0
C7H8O1,108.057515,93,179
C7H8O1N4,164.069811,0,0
C7H8O3,140.0474882,12,46
C7H8O4,156.04226,95,158
C7H9N1,107.073499,7,18
C7H9N3O1,151.074562,0,0
C7H9O2N5,195.075625,0,0
C7H9O3N3,183.064392,0,0
C8H10N2O2S1,198.0463,0,2
C8H10N2O6,230.053888,0,0
C8H10N2S1,166.05647,0,2
C8H10O_2,74.08842,24,69
C8H10O1,122.073165,84,155
C8H10O1N2S1,182.051385,0,1
C8H11N1,121.089149,3,8
C8H11N1O6,217.058639,7,9
C8H12,108.0939,59,116
C8H12N2O3,184.084793,2,2
C8H12N2O4S1,232.05178,0,2
C8H12N2O5S1,248.046695,1,1
C8H12N7O15P3S1,570.932504,0,0
C8H12O1S2,188.032959,1,2
C8H12O7,220.058305,38,82
C8H12O8,236.05322,15,36
C8H13N1,123.104799,1,7
C8H13N1O4,187.084459,9,16
C8H13N2O9P1,312.035871,0,1
C8H13N3O2,183.100777,0,0
C8H13N3O3,199.095692,0,0
C8H13O2N1,155.094629,6,18
C8H14N1O1,140.107539,1,3
C8H14N1O8P1,283.045707,0,0
C8H14N2O2S1,202.0776,0,1
C8H14N2O3,186.100443,1,2
C8H14N2O4,202.095358,1,1
C8H14O1,126.104465,93,156
C8H14O4,174.08921,75,130
C8H14O6,206.07904,48,74
C8H15N1O1,141.115364,7,9
C8H15N1O2,157.110279,6,11
C8H15N1O3,173.105194,8,12
C8H15O6N1,221.089939,6,10
C8H16,112.1252,70,128
C8H19N3O_1,141.162982,0,0
C8H4O2,132.02113,68,111
C8H4O3,148.016045,67,112
C8H5N1,115.042199,1,7
C8H5N1O_1,99.047284,0,2
C8H5N1O2,147.032029,5,8
C8H5O1N1,131.037114,2,9
C8H6O1,118.041865,51,109
C8H6O2,134.03678,75,147
C8H6O3,150.031695,78,147
C8H7N1,117.057849,2,6
C8H7N1O1,133.052764,2,12
C8H7N1O2,149.047679,6,12
C8H8,104.0626,66,127
C8H8N1O1,134.060589,0,1
C8H8N2,132.068748,1,2
C8H8O_1N2,116.073833,1,3
C8H8O1,120.057515,60,109
C8H8O2,136.05243,74,128
C8H8O3,152.047345,87,151
C8H9N1O_1,103.078584,2,8
C8H9N1O1,135.068414,5,10
C9H10,118.07825,48,93
C9H10O2,150.06808,60,118
C9H10O3,166.062995,67,117
C9H11N1O1,149.084064,0,5
C9H11N1O2,165.078979,7,12
C9H11N3O7P1,304.033465,0,0
C9H11O1N5,205.09636,0,0
C9H11O2N3,193.085127,0,0
C9H12N2O11P2,385.991639,0,0
C9H12N3O7P1,305.04129,0,0
C9H12N3O8P1,321.036205,0,0
C9H12O1,136.088815,56,117
C9H13N1O2,167.094629,6,16
C9H13N2O14P3,465.957972,0,0
C9H13O2N3,195.100777,0,0
C9H13O7N4P1,320.052189,0,0
C9H14N2O4S1,246.06743,0,1
C9H14N2O5,230.090273,0,1
C9H14N3O8P1,323.051855,0,0
C9H14N3O9P1,339.04677,0,0
C9H14N5O12P3,476.985189,0,0
C9H14O1,138.104465,75,133
C9H14O7N5P1,335.063088,0,0
C9H15N1O4,201.100109,15,15
C9H15N1O5S1,249.067096,0,1
C9H15N2O5P1,262.071861,0,0
C9H15N4O4P2S1,337.028929,0,1
C9H15O8N4P1,338.062754,0,2
C9H16N1O7P1,281.066442,0,0
C9H16O13N5P3,494.995754,0,0
C9H16O3,172.109945,79,126
C9H5N1O3,175.026944,4,10
C9H6O1,130.041865,33,87
C9H6O2,146.03678,51,99
C9H6O3,162.031695,60,122
C9H6O5,194.021525,54,121
C9H7N1O3,177.042594,4,15
C9H7N1O4,193.037509,9,12
C9H8N1O4,194.045334,0,6
C9H8O1,132.057515,41,93
C9H8O2,148.05243,74,124
C9H9N1O3,179.058244,3,8
C9H9N1O4,195.053159,12,15
carbamoyl P transfer (-H2PO4),44.01363872,0,3
Carboxylation,43.98982928,10,14
Carboxylation_CO2,43.98983,254,356
CH,13.007825,0,0
CH_1N_1O,12.984016,44,54
CH_2O3,69.9691005,144,247
CH_4,7.9687,195,318
CH_4O,23.963615,195,313
CH_4O2,39.95853,165,280
CH_4O3,55.95342235,132,212
CH2,14.01565,379,526
CH2O4,77.9953093,91,154
CH3COO-,59.013305,0,0
CH3N,29.026549,38,51
CH3NO,45.021464,49,52
CH4_O,0.03638,226,384
CH5NO_1,15.047284,36,51
CH6,18.04695,213,328
CH6O_1,2.052035,220,351
CH6O2,50.03675736,134,229
CHN_1O,14.999666,36,42
CHN_1O2,30.994581,30,35
CHO,29.00274,2,1
CHO2,44.99765432,1,0
Cl2,69.9377,1,0
co-enzyme A (-H),765.0995656,0,0
co-enzyme A (-H2O),748.0968259,0,0
CO3,59.98472903,153,257
condensation/dehydration,18.01056471,7,11
Cysteine,103.0091856,6,6
Cystine,222.0132859,0,5
cytidine 5' diphosphate (-H2O),385.0076207,0,0
cytidine 5' monophsophate (-H2O),305.0412884,0,0
cytosine (-H),110.0354368,0,0
cytosine_(_H)_C4H4N3O,110.035437,0,2
D-Ribose (-H2O) (ribosylation),132.0422589,5,6
deoxythymidine 5' diphosphate (-H2O),384.0123717,0,4
diphosphate,160.9404898,0,0
diphosphate_H3O6P2,160.940491,0,0
disaccharide (-H2O),340.1005618,1,6
erythose (-H2O),102.031695,151,232
ethyl addition (-H2O),28.03130015,5,5
ethyl addition_(_H2O)_C2H4,28.0313,290,421
Formic Acid (-H2O),27.99491464,6,10
Formic Acid_(_H2O)_CO,27.994915,298,422
glcnac_C8H13N1O5,203.079374,15,17
glucose-N-Phosphate (-H2O),242.0191559,0,0
glucose_C6H12O6,180.06339,29,62
Glucuronic Acid (-H2O),176.0320881,3,8
Glutamic Acid,129.0425932,0,1
Glutamic_Acid_C5H7NO3,129.042594,24,27
Glutamine,128.0585776,0,0
Glutamine_C5H8N2O2,128.058578,6,6
glutathione (-H2O),289.0732426,0,1
Glycine,57.02146376,0,0
Glycine_C2H3NO,57.021464,40,44
glyoxylate (-H2O),55.98982928,9,15
glyoxylate_(_H2O)_C2O2,55.98983,204,314
guanine (-H),150.0415848,0,0
guanine_(_H)_C5H4N5O,150.041585,5,3
guanosine (-H2O),265.081104,0,1
Guanosine 5- diphosphate (-H2O),425.0137687,0,0
Guanosine 5- monophosphate (-H2O),345.0474364,0,0
H_1Cl1,33.961,73,91
H_1Cl1O_1,17.9661,60,76
H_1N_1O3S2,96.91799,0,1
H_1N1,12.995249,33,28
H_1N1O1,28.990164,40,34
H_1N1O2,44.985079,48,52
H_1O_1F1,1.9957,1,1
H_1O_2Cl1,1.9712,59,81
H_1O_2Cl3,71.9089,1,2
H_1O_3Cl3,55.914,1,4
H_1O1,14.98709,1,0
H_1O1N_1,0.984016,33,37
H_1O2N_1,16.978931,28,30
H_1O3S1,78.948992,0,1
H_1S1,30.964247,0,0
H_1S1O_1,14.969332,0,1
H_2C1,9.98435,255,376
H_2C1O1,25.979265,236,365
H_2N_2O2,1.968032,4,2
H_2O1,13.979265,316,458
H_2O2,29.97418,226,330
H_2O3,45.969095,156,226
H_2S1,29.956422,13,29
H_2S1C1,41.956422,16,22
H_3Cl1,31.9454,54,73
H_3N_3O3,2.952048,0,0
H_3O1,12.97144,2,0
H_4N3O_2,5.988092,0,0
H_4O1,11.963615,227,357
H_4O2,27.95853,178,289
H_6O1,9.947965,214,322
H1,1.007825,0,1
H10,10.07825,93,164
H16,16.1252,19,47
H1C1O5P1,123.956163,7,8
H1C2N3,67.017047,0,0
H1Cl1,35.9766,32,33
H1N1,15.0109,49,56
H1N1O1,31.005814,43,53
H1O1N_1,2.999666,32,35
H1O1P1S_1,16.004431,1,5
H1O2N_1,18.994581,22,26
H1O2N1,47.000729,41,54
H1O2P1,63.971418,2,4
H1O3,48.99257,1,0
H1O3P1,79.966333,2,2
H1O3S1,80.964642,0,1
H1O4P1,95.961248,1,4
H1O4S_1P1,63.989176,0,4
H1O7P2N_1,160.916682,0,1
H1S2O3,112.936714,0,0
H2,2.01565,340,500
H2N_1O4P1,82.965999,0,1
H2N1,16.018724,0,1
H2N1O_1,0.023809,1,1
H2N2O_1,14.026883,6,3
H2O,18.010565,262,367
H2O_1Cl1N1,34.9927,11,10
H2O_1S1,17.992807,19,39
H2O2,34.00548,161,267
H2O2S1,65.977552,2,9
H2O3,50.0003788,115,189
H2O3S1,81.972467,3,5
H2O4,65.99531,90,148
H2O6P2,159.932666,0,0
H2O7P2,175.927581,0,1
H2S,33.987722,13,31
H3,3.023475,0,1
H39C24O16N7P3S1,806.138694,0,0
H3C2,27.023475,2,0
H3N_1O1,5.015316,32,28
H3N1,17.026549,47,46
H3N1O_3S1,1.013876,4,5
H3N1O2S1,80.988451,1,2
H3N1O5P2,158.94865,0,0
H3O_1N1,1.031634,36,42
H3O_1N1S1,33.003706,8,7
H3O1,19.01839,1,1
H3O2,35.013305,1,0
H3O2P1,65.987068,0,2
H3O3N1S1,96.983366,0,0
H3O4P1,97.976898,3,5
H3O9P3,239.898999,0,0
H4,4.0313,275,429
H41C26O16N7P3S1,832.154344,0,0
H49C31O16N7P3S1,900.216944,0,0
H4N1O3P1,96.992882,0,1
H4O,20.026215,214,334
H4O2,36.02113,127,216
H4O3,52.01601168,121,188
H4O6P2,161.948316,0,0
H4O7P2,177.943231,0,1
H5N1,19.042199,42,53
H5O_1N1,3.047284,39,46
H5O10P3,257.909564,0,0
H5O1N_1,7.030966,28,31
H6,6.04695,173,283
H6N2O_1,18.058183,5,2
H7O6P1,133.998028,4,6
H8,8.0626,165,270
Histidine,137.0589119,0,0
Histidine_C6H7N3O,137.058912,0,0
hydrogenation/dehydrogenation,2.015650074,1,1
hydroxylation (-H),15.99491464,11,12
Inorganic Phosphate,30.9737634,0,2
Isoleucine,113.0840641,0,0
Isoleucine_C6H11NO,113.084064,16,22
isoprene addition (-H),67.05477526,0,1
Lysine,128.0949631,0,0
Lysine_C6H12N2O,128.094963,1,2
malonyl group (-H2O),86.00039399,143,229
malonyl_group_(_H2O)_C3H2O3,86.00042078,155,233
methanol (-H2O),14.01565007,1,2
Methionine,131.0404858,0,0
Methionine_C5H9NOS,131.040486,5,4
N_1O1,1.991841,1,1
N1,14.003074,1,2
N1H_3,10.979599,33,39
N2,28.006148,2,2
N3O2C6H14,160.108602,0,0
Na_H,21.98194,3,7
neugc_C11H17N1O9,307.0903183,0,1
NH_CH2,0.99525,1,2
NH4+,18.034374,1,1
NO3-,61.987819,2,6
O_1Cl2,53.9428,2,2
O_1H4N2,16.042533,6,3
O_1S1,15.977157,23,36
O_2S2,31.954314,0,3
O1,15.994915,312,446
O1H1,17.00274,2,1
O1N1,29.997989,0,0
O1S1,47.966987,7,15
O2,31.98983,204,311
O2H6,38.03678,87,183
O2S1,63.961902,2,7
O3,47.984745,141,219
O3P1,78.958508,0,0
O3S1,79.956817,5,6
O4,63.97966,111,176
O5P2,141.922101,1,4
O6P2,157.917016,1,1
palmitoylation (-H2O),238.2296658,6,27
pentose_C5H8O4,132.04226,91,176
Phenylalanine,147.068414,1,3
phosphate,79.96633236,2,2
PO43-,94.953423,0,2
primary amine,16.01872408,0,0
Proline,97.05276391,0,0
Proline_C5H7NO,97.052764,21,31
pyridoxal phosphate (-H2O),229.0140109,0,0
pyrophosphate,61.9475268,0,0
S1,31.972072,15,34
S2O32-,111.928889,0,1
S2O9C20H32N6,564.167223,0,0
secondary amine,15.01089905,1,1
Serine,87.03202848,27,33
SO42-,95.951732,1,2
sulfate (-H2O),79.95681572,0,0
tertiary amine,14.00307401,0,0
Threonine,101.0476785,0,0
Threonine_C4H7NO2,101.047679,31,42
thymidine (-H2O),224.079707,1,0
thymidine 5' monophosphate (-H2O),304.0460394,0,0
thymine (-H),125.0351025,0,0
thymine_(_H)_C5H5N2O2,125.035103,0,0
transamination (-O),2.039459,0,1
trisaccharide (-H2O),486.1584707,0,0
Tryptophan,186.079313,0,2
Tyrosine,163.0633286,0,0
Tyrosine_C9H9NO2,163.063329,5,12
uracil (-H),111.0194524,0,0
uracil_(_H)_C4H3N2O2,111.019453,0,0
urea addition (-H),59.02453777,0,1
uridine (-H2O),226.0589716,1,0
uridine 5' diphosphate (-H2O),385.9916363,0,0
uridine 5' monophosphate (-H2O),306.0253039,0,1
Valine,99.06841398,0,0
Valine_C5H9NO,99.068414,19,33
