sample,AI.mean,AI.median,AI.sd,AI.Mod.mean,AI.Mod.median,AI.Mod.sd,DBE.mean,DBE.median,DBE.sd,DBE.O.mean,DBE.O.median,DBE.O.sd,KenMass.mean,KenMass.median,KenMass.sd,KenDef.mean,KenDef.median,KenDef.sd,NOSC.mean,NOSC.median,NOSC.sd,HtoC.mean,HtoC.median,HtoC.sd,OtoC.mean,OtoC.median,OtoC.sd,NtoC.mean,NtoC.median,NtoC.sd,PtoC.mean,PtoC.median,PtoC.sd,NtoP.mean,NtoP.median,NtoP.sd,mass.mean,mass.median,mass.sd,number.of.peaks,peaks.with.formula
RC2_0191,0.083610461,0,0.176889947,0.229718341,0.2,0.206214328,9.866813982,9,5.558621374,-0.357171555,-2,6.262860171,467.4969217,456.6371176,138.6215925,0.396252098,0.379146759,0.153699451,-0.349556093,-0.363636364,0.567226681,1.286745691,1.275862069,0.366383656,0.46872598,0.466666667,0.175719441,0.01780965,0,0.038611692,0.014449969,0,0.023034241,0.452196382,0,0.782592832,492.1014263,488.1669932,134.206048,6768,4978
RC2_0192,0.084429189,0,0.180726464,0.228388666,0.192307692,0.209786406,9.521794062,9,5.379706053,-0.394609391,-1,5.99969288,465.3025349,457.5745627,131.6866158,0.39803581,0.375800189,0.168952002,-0.38359989,-0.380952381,0.602244675,1.303717339,1.290322581,0.386786098,0.461272594,0.464285714,0.182314712,0.018863719,0,0.043422482,0.015845696,0,0.023826743,0.423293676,0,0.806401967,484.6547152,479.2781043,127.2400856,6833,4749
RC2_0193,0.103738507,0,0.194127822,0.251658061,0.219512195,0.214723773,10.83735267,10,6.049444219,0.286491387,-1,6.855063914,489.633247,476.4733365,148.8554699,0.409213549,0.388740868,0.156547547,-0.346015592,-0.375,0.564081402,1.253455417,1.25,0.371751676,0.458026532,0.454545455,0.184267657,0.014289475,0,0.035993997,0.013966959,0,0.02270325,0.470314319,0,0.832502955,517.169365,511.2679612,145.0496514,7348,5515
RC2_0194,0.094158951,0,0.182243872,0.245673397,0.214285714,0.209565185,10.20783993,10,5.574717919,-0.091261739,-1,6.162959669,466.5468682,452.6835864,139.7517044,0.397813876,0.375424542,0.158016661,-0.338111875,-0.363636364,0.574806518,1.262581706,1.260869565,0.371507855,0.467443689,0.466666667,0.180161994,0.014604455,0,0.038144745,0.014225861,0,0.023050932,0.404809619,0,0.773338036,494.9649075,491.2351518,135.8545564,6779,4898
RC2_0195,0.096835477,0,0.187799373,0.249276385,0.223880597,0.207211363,11.10620319,10,6.114578123,0.219896293,-1,6.978937892,500.5876618,490.5293078,147.5828973,0.42580625,0.409797427,0.15720047,-0.324009379,-0.342857143,0.552783377,1.244685664,1.230769231,0.36050008,0.465592564,0.466666667,0.183697377,0.013755712,0,0.035872511,0.014267514,0,0.02220845,0.447461629,0,0.825188262,526.0694798,522.1104702,141.1677669,6831,5207
RC2_0196,0.093472229,0,0.181010469,0.246438612,0.220338983,0.208948652,10.60815997,10,5.78782823,0.00343365,-1,6.450854483,483.3197958,470.515701,146.1998861,0.416606528,0.400426216,0.161054675,-0.342047095,-0.363636364,0.564906619,1.261613003,1.25,0.369300537,0.464458849,0.464285714,0.182811214,0.014970256,0,0.039939756,0.014590967,0,0.02309825,0.407878018,0,0.779645017,512.7574616,505.1351741,140.7841287,6821,4951
RC2_0197,0.086706922,0,0.178363132,0.237188049,0.2,0.205752271,10.39902248,10,5.729644132,-0.231280547,-2,6.477260774,483.5842298,472.5372811,143.1460265,0.408870652,0.392532981,0.154042864,-0.332615263,-0.352941176,0.553242735,1.266331812,1.259259259,0.360992087,0.472678079,0.472222222,0.180069382,0.014893736,0,0.034660991,0.014771685,0,0.023019767,0.443430657,0,0.800083323,508.3229621,503.2053634,138.0280115,6812,5115
RC2_0198,0.09080884,0,0.183381606,0.242993934,0.213114754,0.208774925,10.5975941,10,5.86578342,-0.107683353,-1,6.716996,484.8518998,473.5881174,146.1055186,0.416970137,0.398914895,0.159492184,-0.309789084,-0.333333333,0.560250614,1.253517376,1.25,0.359237102,0.475234626,0.470588235,0.184876851,0.015387144,0,0.038156163,0.014304602,0,0.022960016,0.429187192,0,0.797352569,510.8084827,507.1351418,139.9862262,6929,5154
RC2_0199,0.09931699,0,0.187412869,0.257495209,0.230769231,0.205441665,11.11419218,10,5.995524847,0.453109956,-1,6.810086559,495.2803125,484.5438851,149.2617465,0.41848451,0.402796417,0.156401872,-0.307555105,-0.322580645,0.544897546,1.232854122,1.227272727,0.350838617,0.462021634,0.461538462,0.180022015,0.015416635,0,0.036157399,0.013017722,0,0.021753862,0.5,0,0.88075431,518.4241234,513.3069225,144.9040116,6733,5193
RC2_0200,0.092225136,0,0.187575815,0.228528089,0.2,0.210101291,10.60044874,10,6.251836103,0.103555402,-2,7.124086572,498.1927669,490.5776545,148.8625327,0.409466995,0.395791926,0.157748882,-0.412217228,-0.444444444,0.560310406,1.297569093,1.291666667,0.374620284,0.448968303,0.448275862,0.183405148,0.015636045,0,0.036692879,0.015592304,0,0.023153698,0.479941292,0,0.782886458,526.1325911,525.1373779,141.3736058,7610,5794
RC2_0201,0.118623229,0,0.206234801,0.266184128,0.238095238,0.215632923,11.97396998,11,6.704676309,1.214308528,-1,7.855734819,518.2297742,511.612013,156.6283418,0.438364176,0.425039516,0.160685717,-0.336316395,-0.375,0.542967979,1.224102964,1.21875,0.365974751,0.444648299,0.44,0.192815377,0.015256033,0,0.038093341,0.014611157,0,0.02195748,0.550113379,0,0.906147704,545.0246122,545.0421608,148.744426,8154,6262
RC2_0202,0.105391257,0,0.191922599,0.251760682,0.222222222,0.209863861,11.43010221,10,6.422097868,0.671777118,-1,7.371605114,509.481789,504.0301874,152.0784563,0.426908305,0.411634217,0.155333309,-0.350231377,-0.387096774,0.540090771,1.247311039,1.24,0.361437853,0.451577112,0.451612903,0.183644075,0.015092685,0,0.034760368,0.014709615,0,0.022093157,0.552718676,0,0.882091313,537.809782,538.2284252,145.2280335,7853,6066
RC2_0203,0.105483706,0,0.191994737,0.252927827,0.225806452,0.209001731,11.38264628,10,6.400139601,0.713430851,-1,7.404834919,507.6234746,499.7565758,153.6087275,0.423608576,0.411113787,0.156139535,-0.347055457,-0.375,0.539471148,1.24581582,1.238095238,0.360100962,0.451383029,0.45,0.186088036,0.01492708,0,0.035208908,0.014256974,0,0.02208407,0.512909633,0,0.850225519,533.1068703,531.1978478,146.5369425,7731,6016
RC2_0204,0.101648471,0,0.188211515,0.249112091,0.219512195,0.208935791,11.11331259,10,6.371015934,0.607827084,-1,7.175765181,501.4131129,496.6160948,154.1078559,0.417517973,0.402062914,0.160359463,-0.355148014,-0.384615385,0.551235033,1.25606897,1.25,0.362645334,0.448905582,0.444444444,0.181257536,0.016471848,0,0.037896946,0.013822121,0,0.021728774,0.527944112,0,0.872110486,526.3729934,529.0473216,147.6838102,7894,6107
RC2_0205,0.107095198,0,0.19410379,0.250152547,0.217391304,0.212578873,11.24019608,10,6.55975553,0.878063725,-1,7.506811561,504.1339133,499.6005147,154.0181406,0.417410242,0.40237372,0.157491836,-0.357147445,-0.4,0.54737495,1.253850664,1.25,0.36251599,0.443650792,0.44,0.185122583,0.017574611,0,0.037490788,0.013658546,0,0.021398924,0.563864375,0,0.879725331,527.3433537,529.1522971,148.8204862,8349,6528
RC2_0206,0.083334575,0,0.182032114,0.205661561,0.161290323,0.20894876,9.592480061,9,5.751113063,-0.533421952,-2,6.804425934,481.5825474,474.60214,134.7178627,0.396202583,0.383414747,0.152023105,-0.46896234,-0.5,0.551178114,1.345726527,1.333333333,0.380260228,0.45090875,0.45,0.182259348,0.015732264,0,0.035851065,0.01769066,0,0.024410379,0.436907731,0,0.724282572,506.8256768,507.0613941,127.8756931,7200,5266
RC2_0207,0.10173076,0,0.189042977,0.25032537,0.222222222,0.207400221,11.49662162,11,6.415393882,0.565709459,-1,7.325678003,512.5774845,506.5909561,153.5620936,0.434020147,0.41973502,0.159878573,-0.338051363,-0.371231697,0.539438014,1.243727572,1.235294118,0.359226473,0.457581689,0.454545455,0.186408017,0.013925249,0,0.033372972,0.0148115,0,0.022177898,0.504604944,0,0.84826126,540.1256682,539.1517033,144.7785343,7736,5920
RC2_0208,0.098518088,0,0.181930416,0.247176851,0.220338983,0.205051654,11.15597287,10,6.161805104,0.3933229,-1,7.015043507,504.9357938,500.4927704,150.0876564,0.421166517,0.409524008,0.155335798,-0.356843937,-0.4,0.550966745,1.255732432,1.25,0.36026458,0.4547418,0.454545455,0.182452694,0.013968931,0,0.033546965,0.014590093,0,0.022144945,0.496935649,0,0.838362766,532.9604697,533.288751,142.836978,7435,5751
RC2_0209,0.106146058,0,0.191634232,0.252083001,0.222222222,0.209803617,11.42877978,10,6.527258003,0.770053476,-1,7.491072005,509.7987544,505.0327563,153.9830603,0.424253603,0.407835598,0.157236057,-0.357144776,-0.4,0.54154813,1.248845413,1.25,0.359965609,0.447538718,0.444444444,0.184172104,0.014563305,0,0.034205973,0.013922376,0,0.021602044,0.513030888,0,0.837222007,536.4744784,537.2472115,146.9392645,7919,6171
RC2_0210,0.107782825,0,0.190354459,0.251101326,0.222222222,0.208894452,11.42489338,10,6.524507654,0.950244827,-1,7.417895265,509.8796932,506.2506888,155.013455,0.420257643,0.406353599,0.155237334,-0.372597531,-0.413793103,0.534799477,1.253623756,1.25,0.354406361,0.43914553,0.4375,0.180969447,0.015805292,0,0.034537322,0.013778601,0,0.02150395,0.557430849,0,0.880318125,536.6076346,539.0472001,148.9198758,8138,6331
RC2_0211,0.104434656,0,0.194537114,0.243109118,0.206896552,0.215372206,11.02929751,10,6.402298655,0.546940758,-1,7.423135748,502.1947035,496.6606206,150.5643016,0.418123085,0.402397989,0.155344108,-0.365689106,-0.4,0.551372942,1.265026669,1.269230769,0.365824918,0.450901546,0.448275862,0.188469989,0.016302752,0,0.038562327,0.01472439,0,0.022381419,0.500943396,0,0.827214694,527.3522895,528.9918846,144.3914166,7999,6178
WROL2019_001,0.087925675,0,0.196427676,0.21468307,0.153846154,0.245385088,8.829918608,8,5.992249596,-1.15324165,-2,6.968935847,471.6647088,464.2088055,135.7946817,0.419611755,0.375270861,0.204570618,-0.412479986,-0.454545455,0.683785024,1.353280597,1.352941176,0.44016633,0.478103565,0.470588235,0.207587022,0.017812265,0,0.046653262,0.017734385,0,0.02572851,0.380726698,0,0.778409106,476.8035931,475.0882069,116.1625714,5740,3563
WROL2019_002,0.061973621,0,0.189119395,0.161790876,0.076923077,0.217215863,6.583419689,5,5.27545545,-1.564766839,-3,5.816809423,409.3524433,404.6208665,111.7046803,0.386424236,0.320205353,0.23214534,-0.644277676,-0.666666667,0.639998807,1.49362387,1.533333333,0.437052116,0.437293807,0.444444444,0.176189127,0.019278242,0,0.054973348,0.020344035,0,0.027311348,0.37431694,0,0.782896937,416.6352643,415.080082,90.20046523,1819,965
WROL2019_003,0.071187377,0,0.190252888,0.167281375,0.066666667,0.224228733,7.087036189,6,5.80683023,-1.606046725,-3,6.325613196,437.0943112,425.9334885,127.1218612,0.392643022,0.329801672,0.221015305,-0.617974439,-0.7,0.688480221,1.476737389,1.529411765,0.443772356,0.440628698,0.428571429,0.195060999,0.017692558,0,0.049673216,0.0186178,0,0.026148757,0.332912989,0,0.740351209,441.9013418,439.0881715,106.475854,3756,2183
WROL2019_004,0.081984045,0,0.164615831,0.237894274,0.2,0.212551421,9.35978022,9,5.044363308,-0.978901099,-2,5.005601929,457.2753074,448.7411978,125.7285132,0.389302389,0.365795427,0.156055253,-0.322644288,-0.333333333,0.613951868,1.280233249,1.275431034,0.390890658,0.484872834,0.47826087,0.164073657,0.012677668,0,0.036872504,0.01247254,0,0.022493336,0.252823632,0,0.622357596,474.1304003,471.1584459,119.8265743,5996,4550
WROL2019_005,0.078398416,0,0.161793746,0.237986171,0.209302326,0.207552235,9.223687752,9,4.795638261,-1.03230148,-2,4.688639435,450.0061266,442.6740807,121.0468944,0.395702537,0.365807183,0.168806328,-0.31611591,-0.32,0.606596608,1.279290033,1.266666667,0.38193401,0.488031124,0.48,0.165641265,0.013138335,0,0.04068632,0.012893784,0,0.02311575,0.234607219,0,0.60563402,466.371571,463.2103313,114.0971905,5139,3715
WROL2019_006,0.061990961,0,0.175551384,0.156283228,0.055555556,0.216480457,6.743615423,6,4.88539658,-1.96444667,-3,5.438694388,434.2050011,428.6828852,119.59991,0.393243482,0.33315663,0.217944974,-0.634530994,-0.727272727,0.629544984,1.489612172,1.555555556,0.417382888,0.446664711,0.44,0.172373152,0.016525328,0,0.045992784,0.020645576,0,0.026752194,0.3575,0,0.707332418,439.3408031,439.2467514,100.1495744,3532,1997
WROL2019_007,0.06377196,0,0.15206113,0.198395785,0.157894737,0.200117468,8.277795276,8,4.635245666,-1.550866142,-2,5.027383587,445.7225513,444.3343077,114.4078381,0.382290964,0.356549209,0.16567238,-0.438456459,-0.454545455,0.582849526,1.362167434,1.346153846,0.380865886,0.475240069,0.473684211,0.159507672,0.013926373,0,0.039720323,0.015839526,0,0.024843978,0.269346734,0,0.614885011,460.6188423,461.1219591,102.9922039,4502,3175
WROL2019_008,0.069876011,0,0.161814291,0.196662277,0.142857143,0.209637884,7.998691528,7,4.68545967,-1.469414459,-2,5.163282516,441.8740801,440.5656644,115.1367639,0.382541651,0.348451952,0.180773377,-0.49271116,-0.545454545,0.608004032,1.380503491,1.392857143,0.395251639,0.46254922,0.458333333,0.16457261,0.01226934,0,0.038124311,0.016989253,0,0.024952335,0.241779497,0,0.575016415,454.9573271,455.192185,103.1702056,4606,3057
WROL2019_009,0.064960878,0,0.147112588,0.205111738,0.166666667,0.199356264,8.435550649,8,4.522008915,-1.53325973,-2,4.712078486,450.2462401,444.582273,116.9219641,0.37697785,0.352887045,0.157343588,-0.422011313,-0.444444444,0.593961671,1.346838953,1.333333333,0.37850469,0.475793212,0.473684211,0.15757472,0.012708184,0,0.03818869,0.014544081,0,0.023572224,0.22693032,0,0.561328195,464.4251058,463.2280602,108.2658404,4910,3623
WROL2019_010,0.08113828,0,0.160830804,0.24462114,0.225806452,0.198498424,9.737459446,9,4.848730406,-0.642375842,-1,5.057446441,458.9518612,448.5775484,129.3312995,0.392292165,0.370925672,0.153885086,-0.295448093,-0.303030303,0.548658437,1.258097039,1.25,0.35286473,0.482741091,0.47826087,0.161846052,0.014336985,0,0.041665516,0.011746082,0,0.022675985,0.361884368,0,0.821523878,477.0120713,471.0877771,124.2332379,5268,4007
WROL2019_011,0.085785621,0,0.173035348,0.241754337,0.214285714,0.210345838,9.436716078,9,4.797322111,-0.532269099,-1,5.187798095,454.3836123,444.7067469,126.7433498,0.396413997,0.371642463,0.156482957,-0.304504031,-0.307692308,0.57938622,1.268748952,1.263157895,0.36588689,0.473733197,0.466666667,0.164593505,0.019484153,0,0.045779053,0.01248242,0,0.022988606,0.387923147,0,0.794625137,469.0323752,463.1915837,116.9499083,6078,4385
WROL2019_012,0.099416746,0,0.18575559,0.254089585,0.234042553,0.218746458,10.46214689,10,6.026086855,-0.480225989,-1,6.642520842,485.5006333,474.6609991,140.9580382,0.421758776,0.399784499,0.169118593,-0.278896027,-0.260869565,0.633557963,1.247962264,1.214285714,0.404574458,0.491571292,0.48,0.19932457,0.013696282,0,0.04047843,0.014737047,0,0.023528171,0.433162893,0,0.881143597,501.1156197,497.130123,127.1462394,5953,4425
WROL2019_013,0.074183035,0,0.194365078,0.171438294,0.081081081,0.221102365,7.484541063,6,5.932559817,-1.443478261,-3,7.055565109,432.7100068,422.6571461,129.3970357,0.372666662,0.335644929,0.182134277,-0.574820468,-0.625,0.65879813,1.454560052,1.5,0.428820986,0.453393441,0.444444444,0.205835532,0.017323926,0,0.047183393,0.020532609,0,0.027123114,0.334146341,0,0.806296878,444.7536765,441.2411006,109.6692246,3157,2070
WROL2019_014,0.06114264,0,0.151336721,0.184328741,0.142857143,0.197018158,7.862482853,7,5.05360139,-1.646090535,-2,5.357054483,434.5997568,434.6381895,111.5040212,0.360913254,0.338973395,0.158207557,-0.534521191,-0.571428571,0.610208657,1.415697521,1.411764706,0.404586574,0.460545212,0.461538462,0.172871989,0.012313104,0,0.040272073,0.017957389,0,0.025579889,0.266796495,0,0.6188225,456.3166056,457.2039085,100.8120081,4119,2916
WROL2019_015,0.072989711,0,0.185533419,0.182125625,0.111111111,0.216728453,7.765111562,7,5.667784603,-1.479513185,-3,6.672207312,437.5994415,432.6304012,117.2965005,0.365632517,0.338810139,0.161353701,-0.538440141,-0.583333333,0.637473444,1.42502206,1.444444444,0.422632611,0.461547608,0.454545455,0.191424078,0.015347189,0,0.044413546,0.019909737,0,0.026607334,0.285564854,0,0.708246707,450.1847474,449.1735407,102.4908825,3579,2465
WROL2019_016,0.080646959,0,0.174397196,0.205724993,0.162790698,0.20791718,8.489245848,8,5.296693619,-1.156820038,-2,6.161136711,445.8197099,438.7276223,121.381359,0.370297813,0.348400654,0.152989914,-0.458386771,-0.48,0.6080439,1.365526103,1.36,0.397766287,0.466474371,0.461538462,0.190020276,0.014786552,0,0.043697745,0.016818746,0,0.025034282,0.273615635,0,0.678019761,461.4273334,461.0936931,110.9542021,5184,3673
WROL2019_017,0.072215659,0,0.175570108,0.188878469,0.133333333,0.211844241,7.526060071,7,5.246991119,-1.343639576,-2,5.990368186,419.7449495,413.6935614,116.9113325,0.361717171,0.329306423,0.172143789,-0.54082402,-0.565714286,0.635018941,1.418079936,1.416666667,0.417474516,0.457136566,0.454545455,0.184120104,0.014768042,0,0.048868375,0.019298607,0,0.026932258,0.230769231,0,0.650550362,433.3653625,433.084106,101.8906535,3450,2264
WROL2019_018,0.079670796,0,0.165089787,0.227922721,0.2,0.206597691,8.765905632,8,4.882198811,-0.892846271,-2,5.191470386,431.7558112,428.7022863,113.5279031,0.366481212,0.348633241,0.143756384,-0.399534613,-0.4,0.608017545,1.315600941,1.296296296,0.390394251,0.472059371,0.470588235,0.175897227,0.012207105,0,0.042723813,0.015378726,0,0.02456702,0.192502533,0,0.58844909,452.6380544,451.2103201,107.610186,4432,3285
WROL2019_019,0.087327831,0,0.176239634,0.226922348,0.19047619,0.212116507,8.95780903,8,5.211560384,-0.879348631,-2,5.901921347,446.9201136,438.6835656,123.4157377,0.373173936,0.352400459,0.146828241,-0.37744022,-0.384615385,0.614360051,1.313845893,1.3,0.395520417,0.475880609,0.46875,0.186153877,0.015471753,0,0.043756183,0.01519459,0,0.024329713,0.26461039,0,0.692149909,462.1989712,460.0887148,114.347709,5527,4053
WROL2019_020,0.082224676,0,0.176211387,0.21325726,0.176470588,0.210895935,8.451161489,8,5.332051653,-0.92975091,-2,6.090567108,437.3426842,428.5884015,124.7318856,0.369375802,0.343236477,0.160797476,-0.443784564,-0.457142857,0.626308685,1.353801493,1.346153846,0.405042506,0.463750493,0.458333333,0.192120051,0.015162928,0,0.044257959,0.016486586,0,0.025158429,0.278350515,0,0.708512565,451.7855267,449.1759537,112.414165,5199,3573
WROL2019_021,0.093127263,0,0.195771783,0.226082785,0.185185185,0.221907223,8.789823648,8,5.541530509,-0.692974848,-2,6.460225311,443.1757517,432.570727,129.2823825,0.385267575,0.356172955,0.166698186,-0.397018366,-0.4,0.623020198,1.323845378,1.3125,0.411317996,0.470409213,0.464285714,0.194330834,0.016087984,0,0.047031751,0.016355613,0,0.025480765,0.275427543,0,0.72888856,451.8575903,449.1089384,110.6055283,5023,3459
WROL2019_022,0.081263099,0,0.194155427,0.197025353,0.142857143,0.219070159,8.290039491,7,5.845361799,-1.205792014,-2,7.292174223,451.3108155,432.6600022,145.403336,0.396628261,0.35236988,0.185037968,-0.450893745,-0.470588235,0.624988094,1.374699782,1.380952381,0.402122604,0.47586807,0.458333333,0.206914533,0.015805233,0,0.043186685,0.01909029,0,0.026271563,0.292200233,0,0.797473971,453.911567,445.1350664,118.4336897,3466,2279
WROL2019_023,0.082148906,0,0.166538175,0.236891404,0.213203463,0.202031234,9.599385246,9,5.351097079,-0.656762295,-1,5.788218606,460.5204309,448.7153576,128.5461612,0.386917948,0.369636267,0.145777742,-0.336954637,-0.333333333,0.593876948,1.281779089,1.263157895,0.378347245,0.479220807,0.472953216,0.182438803,0.012735442,0,0.038845275,0.013585344,0,0.023364079,0.272217025,0,0.712242361,476.0541568,471.2781318,120.5470257,5062,3904
WROL2019_024,0.046183756,0,0.160739146,0.135751503,0.052631579,0.194965852,6.162162162,5,4.410745783,-2.104455807,-3,5.202764589,411.5036891,408.7242821,106.7678058,0.365951441,0.312706725,0.203419063,-0.700244537,-0.761904762,0.569234454,1.523273329,1.565217391,0.36924406,0.440225243,0.4375,0.15970677,0.013888975,0,0.040786782,0.022117768,0,0.027376473,0.267015707,0,0.645244298,419.6110319,420.9508327,93.54096604,2309,1369
WROL2019_025,0.05937682,0,0.181079465,0.126902358,0,0.243903327,6.148534202,5,5.030165471,-2.33029316,-4,5.938271194,443.5549661,437.6036591,115.9130559,0.401189621,0.334603609,0.226981834,-0.753384558,-0.833333333,0.597580194,1.56283882,1.642857143,0.407400539,0.433534874,0.428571429,0.173197269,0.016806482,0,0.043420422,0.025366965,0,0.027565334,0.354497354,0,0.712234344,443.0798491,441.1038458,99.5156437,2851,1535
WROL2019_026,0.049177388,0,0.161817813,0.123018606,0.032258065,0.19053271,6.021075581,5,4.467611834,-2.254360465,-3,5.259033706,420.4449038,414.703913,113.8611469,0.384696175,0.320212291,0.22177354,-0.744347259,-0.8,0.542536039,1.55375977,1.611111111,0.372157664,0.433175252,0.428571429,0.160667024,0.015251926,0,0.044163145,0.023106706,0,0.027319767,0.273026316,0,0.600216369,425.8813608,425.1700422,93.96955288,2500,1376
WROL2019_029,0.060334547,0,0.162145429,0.166532205,0.090909091,0.204079051,6.895851721,6,4.535628931,-1.69858782,-2,5.328134973,422.1731742,418.7003021,114.2136824,0.377959124,0.329306423,0.198442545,-0.572678384,-0.636363636,0.619640407,1.451737109,1.481481481,0.391526651,0.452802294,0.444444444,0.173249811,0.018714143,0,0.04754897,0.019389743,0,0.026737177,0.304142012,0,0.683969719,428.1081584,429.1256459,97.17445098,3794,2266
WROL2019_030,0.071281857,0,0.175756888,0.198955645,0.151515152,0.214538205,8.064851308,7,5.24022428,-1.28627732,-2,5.963817558,439.6253488,435.9298161,120.3192781,0.392311717,0.350824293,0.191273922,-0.469859226,-0.5,0.623877641,1.382667179,1.384615385,0.41040712,0.467669319,0.461538462,0.178163058,0.017417288,0,0.045038786,0.017857203,0,0.025927693,0.298767967,0,0.672510079,449.694997,449.0855265,104.380479,4360,2791
WROL2019_033,0.048836201,0,0.147076278,0.152561915,0.071428571,0.195912378,7.029967159,6,4.369053596,-2.212643678,-3,4.970791507,437.8922103,436.6516108,116.1322146,0.369764517,0.335654425,0.179000669,-0.596927146,-0.666666667,0.595563206,1.467035348,1.523809524,0.375989245,0.45525692,0.45,0.158821831,0.014932183,0,0.04003265,0.018930023,0,0.025690082,0.305010893,0,0.614791282,453.8471644,455.0778296,103.1674512,3737,2436
WROL2019_034,0.052133605,0,0.148893424,0.160234511,0.088235294,0.194622526,7.058256328,6,4.59460018,-2.012856569,-3,5.386194265,436.0125697,430.6885771,120.5993434,0.386145738,0.337676342,0.201382414,-0.57035201,-0.625,0.589394616,1.459721514,1.5,0.381420003,0.460519865,0.458333333,0.173916367,0.014906405,0,0.040343184,0.017911989,0,0.025595751,0.277080958,0,0.592638754,443.6089376,443.2417215,104.9584324,4048,2489
WROL2019_035,0.069773075,0,0.161019064,0.212472685,0.170731707,0.210236281,8.188430216,8,4.667980921,-1.183094636,-2,4.876065781,432.9610691,423.725737,119.0681846,0.376298569,0.342953041,0.175788497,-0.405835261,-0.428571429,0.631247917,1.344396845,1.333333333,0.398814342,0.472453122,0.466666667,0.170429637,0.018385918,0,0.047586174,0.015269323,0,0.024816005,0.341232227,0,0.734844598,443.4524654,439.2700836,106.4876039,5288,3561
WROL2019_036,0.057258283,0,0.153449203,0.177795802,0.111111111,0.206964102,7.44618984,7,4.464029742,-1.817847594,-3,5.038127015,431.9722821,427.7509793,113.8862483,0.36657566,0.338983582,0.163428182,-0.501141417,-0.588235294,0.628333069,1.411757524,1.444444444,0.390386491,0.466662496,0.458333333,0.16733017,0.016187854,0,0.045559947,0.016931214,0,0.025406061,0.328313253,0,0.676706157,446.5618449,445.1569261,103.7800399,4465,2992
WROL2019_037,0.046664828,0,0.145664565,0.167037829,0.11627907,0.193269384,6.922821025,6,4.295125224,-1.990685296,-3,4.432198914,415.4146081,412.7058795,113.3076996,0.393934997,0.338138303,0.209996829,-0.549532052,-0.6,0.592123768,1.440963991,1.446808511,0.386492597,0.468179677,0.466666667,0.156025347,0.01263332,0,0.043466849,0.018827241,0,0.026825274,0.258064516,0,0.682345577,425.0511035,427.1245668,92.32377478,2622,1503
WROL2019_042,0.052322018,0,0.171468621,0.121438206,0,0.197985366,6.17987152,5,4.834450211,-2.436117059,-4,5.837228579,434.5269915,431.1871009,107.767741,0.392310999,0.333302688,0.215581431,-0.729798763,-0.8,0.563410072,1.556921263,1.625,0.385846059,0.443101809,0.4375,0.172321173,0.016214535,0,0.045347436,0.02451341,0,0.027643496,0.289193303,0,0.618630067,440.9485167,440.1328608,91.07546076,2466,1401
WROL2019_043,0.067558338,0,0.156556663,0.198302054,0.142857143,0.222389034,7.96796925,7,4.514379352,-1.447789878,-2,5.069462695,441.7252118,438.6637673,111.7255599,0.381460732,0.348451952,0.176169941,-0.475091246,-0.533333333,0.590227916,1.374073361,1.388888889,0.383964607,0.465084876,0.461538462,0.162540518,0.013548307,0,0.042117883,0.01678549,0,0.025045632,0.240882917,0,0.581939508,451.9449315,451.1674331,103.5400689,4556,3122
WROL2019_044,0.045072596,0,0.144592891,0.143327163,0.066666667,0.189336102,6.326474623,6,4.098361499,-2.244855967,-3,4.620801823,419.079904,413.4530771,106.2183285,0.371529476,0.316104392,0.200847949,-0.636092687,-0.705882353,0.56489433,1.495044957,1.533333333,0.368200531,0.456301113,0.45,0.15036941,0.013956196,0,0.040356009,0.021268114,0,0.027215501,0.246575342,0,0.565584066,419.3569163,419.1612156,91.25666069,2337,1458
WROL2019_045,0.05377591,0,0.149591547,0.171150734,0.12,0.194292162,6.944408946,6,4.382025859,-1.704153355,-2,4.855456959,413.3583962,408.8348328,113.292085,0.384917327,0.329452265,0.209425991,-0.563402924,-0.6,0.592279243,1.437795738,1.444444444,0.382818843,0.459178641,0.458333333,0.161518236,0.012074963,0,0.042124567,0.018427896,0,0.026284708,0.212454212,0,0.586320061,420.7833083,421.0776343,92.20727776,2692,1565
WROL2019_046,0.040611795,0,0.155405546,0.105334333,0,0.190089024,5.927141713,5,4.371781774,-2.935948759,-4,5.175979709,434.7326051,432.7565198,107.375171,0.363665109,0.31873839,0.19146298,-0.732144542,-0.8,0.546945866,1.568023777,1.636363636,0.356843802,0.451868093,0.444444444,0.153906756,0.012142877,0,0.038162207,0.023104962,0,0.027351196,0.243243243,0,0.530924815,442.0000177,443.1841384,92.66364516,1984,1249
WROL2019_048,0.056999859,0,0.165817658,0.163255232,0.090909091,0.203614371,7.300229885,7,4.824755519,-1.938390805,-3,5.618823681,439.801381,437.6551635,117.9615705,0.389135725,0.344728193,0.196451938,-0.564669065,-0.620689655,0.600017655,1.447616373,1.488372093,0.392090288,0.462117308,0.458333333,0.17118345,0.01446277,0,0.040327828,0.019801585,0,0.02639463,0.289442467,0,0.642308816,450.7740067,453.009005,98.92405403,3522,2175
