sample,AI.mean,AI.median,AI.sd,AI.Mod.mean,AI.Mod.median,AI.Mod.sd,DBE.mean,DBE.median,DBE.sd,DBE.O.mean,DBE.O.median,DBE.O.sd,KenMass.mean,KenMass.median,KenMass.sd,KenDef.mean,KenDef.median,KenDef.sd,NOSC.mean,NOSC.median,NOSC.sd,HtoC.mean,HtoC.median,HtoC.sd,OtoC.mean,OtoC.median,OtoC.sd,NtoC.mean,NtoC.median,NtoC.sd,PtoC.mean,PtoC.median,PtoC.sd,NtoP.mean,NtoP.median,NtoP.sd,mass.mean,mass.median,mass.sd,number.of.peaks,peaks.with.formula
WROL2019_049,0.076242833,0,0.157651034,0.241179369,0.222222222,0.195576673,9.773868168,10,4.875166409,-0.547267183,-1,5.230586902,466.666749,460.5912905,126.3553068,0.403623966,0.384989708,0.157332355,-0.284236407,-0.272727273,0.566749268,1.262982562,1.230769231,0.354541157,0.478677698,0.47826087,0.158990015,0.021030465,0,0.043240795,0.0116469,0,0.021791097,0.447470817,0,0.825685177,480.5214892,476.2507484,116.6814065,5684,4263
WROL2019_050,0.058743227,0,0.164989668,0.168058945,0.090909091,0.206206241,7.279417401,6,5.015287393,-1.843618245,-3,5.793950338,436.6204297,432.7605408,118.320482,0.387655351,0.343107152,0.195753982,-0.554464285,-0.625,0.632048999,1.448364202,1.48,0.40749764,0.459752229,0.458333333,0.178392892,0.01771059,0,0.045906259,0.018695051,0,0.026160013,0.34067086,0,0.678157162,447.8831825,449.0724614,103.3628614,4329,2609
WROL2019_051,0.07611084,0,0.16347295,0.23715293,0.219512195,0.200653961,9.856293895,10,5.312792379,-0.972987574,-2,5.574658442,470.3607637,462.7165652,132.1269572,0.408719443,0.392436837,0.160745387,-0.303885292,-0.285714286,0.60727638,1.274172182,1.238095238,0.383908783,0.491748775,0.485714286,0.179961976,0.013202319,0,0.038303182,0.013509165,0,0.023329543,0.314427861,0,0.720115636,490.7331184,487.0393317,117.32119,4876,3702
WROL2019_052,0.066905929,0,0.148795688,0.222378179,0.2,0.199501021,9.133450911,9,5.200915184,-1.413874192,-2,5.028213991,453.70498,448.7295362,122.4480849,0.387145817,0.365833733,0.154668091,-0.361482054,-0.344827586,0.63117359,1.309320579,1.272727273,0.396364551,0.49227198,0.5,0.174375514,0.009567143,0,0.033610419,0.015070664,0,0.02431938,0.231912785,0,0.602353526,475.4872983,473.1988394,114.1203534,4483,3402
WROL2019_053,0.083010272,0,0.18455009,0.210275717,0.166666667,0.216746208,8.762246117,8,5.693777835,-1.113500597,-2,6.586712634,455.122543,446.6350916,127.4995484,0.389907265,0.36572847,0.166130478,-0.430697217,-0.4375,0.639664433,1.354601568,1.333333333,0.417320356,0.472425254,0.466666667,0.196658804,0.015628787,0,0.046553826,0.017122055,0,0.025260837,0.300613497,0,0.744505942,469.1720719,467.1882707,111.4295089,4779,3348
WROL2019_054,0.062266086,0,0.151875418,0.184967838,0.142857143,0.196290617,8.025876011,7,5.134573886,-1.592722372,-2,5.458725333,441.1574922,436.6934754,117.0479309,0.357525935,0.338418719,0.152452096,-0.521161351,-0.545454545,0.6225526,1.409716717,1.4,0.403220312,0.460317465,0.454545455,0.177414107,0.014332005,0,0.04032341,0.017406333,0,0.025236123,0.285268901,0,0.625505463,462.3235634,462.1223612,108.2810091,5227,3710
WROL2019_055,0.073351026,0,0.167131444,0.206776344,0.166666667,0.20480271,8.291454273,8,5.093920134,-1.233883058,-2,5.938991248,437.3811637,428.6295262,125.9459453,0.372441023,0.34591918,0.162361874,-0.406670498,-0.416666667,0.624633843,1.351900966,1.333333333,0.392590346,0.479429674,0.470588235,0.192348301,0.016924876,0,0.045319661,0.016338839,0,0.025190951,0.264097744,0,0.715891732,447.8811343,445.0412284,111.4778753,4716,3335
WROL2019_056,0.058555535,0,0.152963577,0.160339907,0.096006144,0.190921521,6.896804836,6,4.83562805,-1.682642487,-3,5.616919143,417.6113299,414.7402037,109.2132766,0.34608686,0.316013712,0.169412861,-0.648243644,-0.695652174,0.594121772,1.482783869,1.5,0.395101948,0.438810101,0.434782609,0.178830024,0.014152245,0,0.042926309,0.020109094,0,0.026627789,0.253880266,0,0.641569091,434.6148816,437.1154352,96.00232658,3546,2316
WROL2019_057,0.074340258,0,0.159681799,0.217398443,0.185185185,0.215723042,8.585276763,8,4.859518007,-1.070244451,-2,5.290876864,435.728276,431.6474555,113.5495089,0.362158468,0.34490829,0.141259473,-0.416526049,-0.424242424,0.597331321,1.335028266,1.3125,0.385134592,0.47067773,0.466666667,0.17333019,0.014196287,0,0.043710811,0.015501298,0,0.024672609,0.21402214,0,0.61103039,454.3378097,453.2129403,106.3248748,4788,3559
WROL2019_058,0.070489264,0,0.155260389,0.208723711,0.176470588,0.198519585,8.209324155,8,4.677283769,-1.239048811,-2,5.023866878,426.5912801,424.6341928,108.4582397,0.356414279,0.339008369,0.143853716,-0.444774137,-0.444444444,0.61436814,1.354087181,1.333333333,0.3896543,0.47065151,0.466666667,0.175383775,0.013179192,0,0.043137646,0.016457886,0,0.025267781,0.178957719,0,0.541059852,445.1414575,444.5961692,101.1722441,4359,3196
WROL2019_059,0.067997342,0,0.17338879,0.19079314,0.142857143,0.204584214,8.010978957,7,5.313328369,-1.415827996,-2,6.501646063,438.8772127,426.6813205,126.8482904,0.381766496,0.346986241,0.171668446,-0.452647733,-0.461538462,0.613707524,1.381171105,1.368421053,0.387703139,0.480064706,0.470588235,0.194193505,0.015349041,0,0.041423087,0.019021927,0,0.026408916,0.259305211,0,0.698539035,445.1032569,440.1048704,108.2587736,3174,2186
WROL2019_060,0.071872588,0,0.155148945,0.218461471,0.191898527,0.19825128,8.662731006,8,4.885724366,-1.09137577,-2,5.108413112,437.2025308,430.6186177,119.5907243,0.364923479,0.34516802,0.145860583,-0.395447976,-0.387096774,0.598396496,1.327801423,1.304347826,0.38343243,0.474510722,0.470588235,0.17229492,0.014420234,0,0.040746198,0.014649052,0,0.024356253,0.242587601,0,0.623650592,455.3102647,453.0945734,112.2787425,5248,3896
WROL2019_061,0.061175427,0,0.14906562,0.190608499,0.15,0.196614849,7.544942061,7,4.556310202,-1.467272158,-2,5.05238318,417.0012306,412.647608,107.5890241,0.344983006,0.324143476,0.145416289,-0.491306559,-0.526315789,0.608790199,1.397302002,1.388888889,0.390495145,0.465331421,0.461538462,0.171975292,0.015671729,0,0.041626132,0.017073721,0,0.025564015,0.254995243,0,0.6076193,432.2224221,431.0983776,99.46608659,4503,3193
WROL2019_062,0.051283856,0,0.145986478,0.163661804,0.1,0.191866971,7.215798923,7,4.632519704,-1.983482944,-3,5.141085641,431.6791499,428.6735938,111.699648,0.371270285,0.33540252,0.182708085,-0.547839293,-0.592592593,0.592466279,1.449282103,1.458333333,0.388689246,0.46563771,0.461538462,0.163262163,0.018664936,0,0.047482415,0.019118374,0,0.026514099,0.346718903,0,0.630329441,444.0694693,445.184591,98.96281188,4284,2785
WROL2019_063,0.08377883,0,0.17326415,0.24095985,0.212121212,0.212528424,9.359763314,9,5.126458582,-0.70887574,-1,5.590422283,451.9802421,440.710513,125.8927149,0.390616553,0.365810606,0.15712414,-0.300744038,-0.3,0.608658755,1.27227074,1.263157895,0.381935348,0.485399722,0.476190476,0.178099073,0.016659725,0,0.042747523,0.013004838,0,0.023145688,0.31261426,0,0.7440437,464.7088904,459.2388259,116.1781277,5765,4225
WROL2019_064,0.085492453,0,0.16359589,0.253518515,0.236363636,0.201105114,10.2980117,10,5.25410313,-0.354853801,-1,5.497919094,470.7154677,460.6433349,132.3957159,0.399531349,0.384896888,0.146178945,-0.286420635,-0.285714286,0.573722466,1.241205739,1.222222222,0.357587648,0.480096057,0.476190476,0.174158784,0.012509635,0,0.037145074,0.011941109,0,0.021964765,0.366104869,0,0.813345225,492.5508419,489.0311059,127.1604852,5487,4275
WROL2019_065,0.08286357,0,0.165545142,0.243469601,0.224489796,0.202385636,9.750415578,9,5.266951747,-0.678461173,-1,5.361573413,459.8857397,450.5743694,126.6314123,0.385359139,0.369597531,0.14445779,-0.324725667,-0.3125,0.60324891,1.27067563,1.24137931,0.382823017,0.480196146,0.476190476,0.175641011,0.012817433,0,0.038678674,0.01307546,0,0.022774784,0.268096515,0,0.665782017,479.5598786,475.0648268,120.3819531,5415,4211
WROL2019_066,0.082152955,0,0.166300988,0.234703397,0.212121212,0.200967038,9.427491223,9,5.145171859,-0.730758844,-2,5.479606279,447.976486,442.5781368,120.1716516,0.380329016,0.365769842,0.145167659,-0.361384649,-0.363636364,0.595157577,1.2906268,1.266666667,0.381220728,0.477613712,0.476190476,0.178133367,0.012569667,0,0.041964687,0.014957937,0,0.024127528,0.214740673,0,0.631101331,470.8652745,469.113956,113.7995223,5011,3703
WROL2019_067,0.080048305,0,0.169187205,0.231798261,0.210526316,0.200512298,9.491970021,9,5.198078089,-0.7751606,-2,5.581455595,455.8570371,448.6731947,121.5190349,0.384904912,0.369636267,0.147787384,-0.363712118,-0.363636364,0.584095575,1.294216938,1.266666667,0.377726101,0.476317265,0.473684211,0.174789284,0.012520385,0,0.041606097,0.01431439,0,0.023808141,0.208997188,0,0.589458386,476.1669086,473.2867167,115.1882357,4964,3736
WROL2019_068,0.088585534,0,0.171000468,0.248142601,0.230769231,0.200802207,10.18613223,10,5.295542103,-0.454733932,-1,5.701530945,470.8900375,460.6247544,130.9546356,0.399610323,0.386600692,0.144016869,-0.308362796,-0.3125,0.572394488,1.253533944,1.235294118,0.364668504,0.479582006,0.476190476,0.178322513,0.012552187,0,0.040470621,0.013219602,0,0.022774641,0.289340102,0,0.694142473,491.6464133,485.2755471,125.8292825,5593,4341
WROL2019_069,0.083536698,0,0.166297656,0.245705495,0.230769231,0.201324019,10.05337409,10,5.443995287,-0.566188573,-1,5.498366685,467.1138308,456.6529672,133.4895822,0.398559962,0.384677814,0.150545425,-0.325866609,-0.315789474,0.599005428,1.265047142,1.235294118,0.379854146,0.478412414,0.473684211,0.17498578,0.011568202,0,0.036953273,0.013344552,0,0.023565948,0.288224956,0,0.69769202,490.1389112,485.1300168,127.5198928,5609,4253
WROL2019_070,0.077489594,0,0.161772414,0.231362587,0.209302326,0.201671728,9.474678944,9,5.236091239,-0.930215653,-2,5.3614371,458.0106055,449.6016223,126.1344015,0.38476469,0.36621518,0.145957584,-0.358681977,-0.357142857,0.59349276,1.295283378,1.269230769,0.384369621,0.480013456,0.476190476,0.171825699,0.011954308,0,0.037412986,0.014314563,0,0.023920161,0.246376812,0,0.616743831,479.3129759,475.2468312,120.5412737,5443,4127
WROL2019_071,0.083920677,0,0.169238285,0.238461181,0.216538789,0.204468165,9.718778487,9,5.388845554,-0.690975387,-2,5.630985029,461.3898853,451.6149998,126.7704385,0.385703187,0.369697115,0.145239632,-0.34539191,-0.342857143,0.600739483,1.281919314,1.259259259,0.387264957,0.477476821,0.476190476,0.178997913,0.012529315,0,0.037493275,0.013940557,0,0.023445097,0.295967742,0,0.664066664,482.6370829,477.2700477,121.9050965,5735,4388
WROL2019_072,0.087546557,0,0.175520972,0.238664503,0.212121212,0.209407183,9.590531748,9,5.323462692,-0.586717523,-1,6.060266111,460.0690508,448.6293678,129.3943214,0.38978864,0.369694468,0.145399811,-0.313385958,-0.3125,0.587211673,1.27618416,1.259259259,0.37670974,0.48274003,0.476190476,0.185215373,0.017062059,0,0.044368087,0.014256046,0,0.023670172,0.34681182,0,0.77375326,473.5116652,471.0698987,118.3742895,5928,4457
WROL2019_073,0.076973242,0,0.161279696,0.229012294,0.2,0.206615872,8.819115324,8,4.860680342,-0.90968931,-2,5.024512561,436.3680308,430.6186177,114.4379474,0.365604826,0.348101486,0.143626513,-0.373309909,-0.37966538,0.613372775,1.308208826,1.294117647,0.387972238,0.475067705,0.470588235,0.171448452,0.014054782,0,0.042392676,0.014163807,0,0.024002514,0.231060606,0,0.621587337,453.0708928,451.0829397,110.3263717,5072,3798
WROL2019_074,0.063248061,0,0.174304423,0.157813226,0.071428571,0.212328949,6.516975309,6,4.78855213,-1.621399177,-2,5.544715984,419.8520101,410.6705802,120.2475863,0.376625388,0.319879305,0.214090371,-0.667238774,-0.740740741,0.628094912,1.496797129,1.541666667,0.406814419,0.432995204,0.428571429,0.174662045,0.018540967,0,0.052523512,0.021666751,0,0.02771945,0.329588015,0,0.704440171,421.0773951,419.7042092,98.95774802,3569,1944
WROL2019_075,0.058335038,0,0.162860063,0.149878938,0.066666667,0.199446787,6.629032258,6,4.690714415,-1.887096774,-3,5.365746316,425.3992938,420.4807952,115.122705,0.36324608,0.325588863,0.187198439,-0.667801037,-0.714285714,0.576448258,1.502412748,1.529411765,0.391457156,0.439084957,0.434782609,0.166206984,0.014738248,0,0.045353357,0.020787333,0,0.026658554,0.321596244,0,0.714038044,432.8595324,432.4708108,101.4107931,3449,2108
WROL2019_076,0.077740337,0,0.184914125,0.199253665,0.130434783,0.228085478,8.055070517,7,5.292739351,-1.39758227,-2,5.705670281,444.8525788,440.5603137,119.8035434,0.397635781,0.352765739,0.199979612,-0.483813702,-0.555555556,0.644754142,1.385247151,1.416666667,0.430011638,0.465599403,0.461538462,0.174810676,0.015395649,0,0.044407601,0.017953527,0,0.025790916,0.329186603,0,0.662891472,454.2822472,454.9941263,105.7076393,4660,2978
WROL2019_077,0.055265161,0,0.15209919,0.165097699,0.1,0.196058816,6.785575992,6,4.37558769,-1.82768635,-2,5.046450403,410.6728502,405.7829416,107.584506,0.358930082,0.316410205,0.186734462,-0.572554619,-0.625,0.565794646,1.456038697,1.47826087,0.379646475,0.456380045,0.444444444,0.157592176,0.015494477,0,0.041946528,0.017653416,0,0.025756469,0.238912732,0,0.597393543,420.9224442,419.1412769,95.92743806,3241,2066
WROL2019_078,0.085944436,0,0.166701406,0.241659554,0.214285714,0.211034493,9.536771508,9,5.23390328,-0.797178538,-1,5.126914047,459.2873948,450.563388,132.3096463,0.395286241,0.365739168,0.168561975,-0.331437347,-0.342857143,0.605857827,1.27961513,1.263157895,0.392608148,0.479364891,0.473684211,0.170231712,0.01271848,0,0.041147219,0.012509091,0,0.022616703,0.306642402,0,0.73158106,477.0498612,473.1376359,125.1487578,5953,4324
WROL2019_079,0.082090534,0,0.169039006,0.229629703,0.2,0.216198305,8.917341977,8,5.153643335,-0.984602917,-2,5.315044244,450.4914595,440.7764931,125.8995184,0.385985801,0.353014039,0.172374648,-0.384833058,-0.4,0.628193051,1.313243376,1.304347826,0.402574939,0.474283174,0.46875,0.170431173,0.013712855,0,0.042123947,0.014438618,0,0.024103224,0.266540643,0,0.635466693,462.3791607,461.1711451,114.8987766,5214,3702
WROL2019_080,0.058676839,0,0.148996409,0.176151925,0.12,0.197177059,7.478925901,7,4.636027968,-1.704282801,-2,4.883084837,433.6081671,430.7026805,113.2089341,0.366191834,0.335090626,0.178901431,-0.55366046,-0.608695652,0.602822929,1.425258017,1.444444444,0.389840891,0.454090775,0.444444444,0.162470493,0.012079259,0,0.039395852,0.017092964,0,0.025142691,0.250755287,0,0.594465345,446.6888062,447.2194686,103.8366763,4407,2942
WROL2019_081,0.064705953,0,0.164313199,0.197136894,0.153846154,0.208837465,7.970080957,7,4.935016335,-1.448785639,-2,5.506168062,437.370131,432.7002491,118.8426019,0.384802488,0.346675227,0.186991666,-0.45200672,-0.466666667,0.619250482,1.376692682,1.363636364,0.395391724,0.473862994,0.470588235,0.174698472,0.015528156,0,0.04416268,0.016598372,0,0.025483995,0.262757872,0,0.651430362,446.5803308,447.0568367,105.1446666,4358,2841
WROL2019_082,0.082197417,0,0.163453437,0.254024445,0.238095238,0.192550662,10.41004184,10,4.854476843,-0.324636968,-1,5.245541678,479.4120181,472.5805947,130.3931875,0.417022168,0.40237372,0.152535056,-0.266071705,-0.266666667,0.533339453,1.232601435,1.222222222,0.335441801,0.479037753,0.47826087,0.158233012,0.016877829,0,0.040171952,0.011466188,0,0.021437748,0.358087487,0,0.788120301,496.4724493,489.2704482,122.9677885,5241,4063
WROL2019_083,0.075468731,0,0.164638467,0.214506738,0.176470588,0.21260412,8.608250202,8,4.900404722,-1.220544621,-2,5.159421648,448.2061618,442.6933049,122.6607592,0.386148701,0.357970194,0.168943191,-0.43108353,-0.470588235,0.627134245,1.342140041,1.333333333,0.402555205,0.469267238,0.466666667,0.172911354,0.013553509,0,0.041527232,0.016025163,0,0.02454596,0.294957983,0,0.638984257,465.5069942,467.0830496,111.0728522,5384,3709
WROL2019_084,0.052357063,0,0.139314994,0.181081532,0.142857143,0.189036289,7.401876466,7,4.109608484,-1.772478499,-2,4.433737691,425.301986,421.4052841,106.5249393,0.359627464,0.329830882,0.168947405,-0.497136695,-0.526315789,0.5729266,1.407100723,1.4,0.367742336,0.467614241,0.464285714,0.152704388,0.016735651,0,0.042848969,0.01683528,0,0.025265757,0.251201923,0,0.587165987,434.4778721,435.1907582,99.17452632,3694,2558
WROL2019_085,0.067771794,0,0.163297716,0.208274946,0.172413793,0.205412089,8.115292234,8,4.74064202,-1.304643715,-2,5.11631493,428.5893472,424.6705663,112.2995713,0.382645329,0.348184611,0.180392179,-0.443436515,-0.453079179,0.600310026,1.353888239,1.333333333,0.390626471,0.472186951,0.470588235,0.1612108,0.01226162,0,0.03883879,0.016259783,0,0.025100653,0.166666667,0,0.511232639,442.4062677,443.1452868,100.5091573,3749,2498
WROL2019_086,0.075481267,0,0.16817103,0.228342593,0.2,0.215745463,8.766308244,8,5.105002829,-0.962485066,-2,5.140825381,439.7840866,430.6565698,121.3478279,0.380404234,0.34855455,0.170909376,-0.336068303,-0.333333333,0.618946645,1.30455826,1.294117647,0.395647021,0.482453054,0.476190476,0.171354032,0.016259061,0,0.040442354,0.012135474,0,0.022889349,0.294651867,0,0.668151116,450.3373861,445.054304,113.7140506,5745,4185
WROL2019_097,0.081720917,0,0.162316468,0.230236689,0.2,0.20794777,9.030442136,8,4.885893829,-0.899009423,-2,5.15796357,447.7860256,442.5441134,119.4634356,0.381379216,0.356474581,0.15754746,-0.356501048,-0.37037037,0.584313207,1.299780779,1.290322581,0.379225431,0.477649665,0.473684211,0.16739017,0.014389148,0,0.039850034,0.013430053,0,0.023151475,0.25625,0,0.6379818,462.8814839,461.1737122,113.334457,5645,4139
WROL2019_098,0.080149746,0,0.167531741,0.230968296,0.1875,0.219926774,8.716507503,8,4.873969808,-1.119781719,-2,4.921446688,444.6371368,440.5825689,116.183603,0.387540071,0.35277526,0.173784595,-0.372344306,-0.4,0.648358224,1.309270226,1.310344828,0.411149318,0.478453343,0.470588235,0.167896386,0.013783335,0,0.039852091,0.014381918,0,0.023690704,0.255439924,0,0.595938924,457.255435,456.114674,106.2595649,5106,3665
WROL2019_099,0.077618941,0,0.168618443,0.211070816,0.162790698,0.215244335,8.060800935,8,4.727032915,-1.076293481,-2,5.044917754,435.1381567,429.6682598,114.0613626,0.37961379,0.343107152,0.181020587,-0.456455713,-0.5,0.630325379,1.3578218,1.363636364,0.406449557,0.461524445,0.458333333,0.168807834,0.016011174,0,0.043413858,0.016644369,0,0.025052404,0.273214286,0,0.625919469,440.9074933,441.119088,99.8536945,5149,3421
WROL2019_100,0.075689706,0,0.163277363,0.215279334,0.176470588,0.209221221,8.732254335,8,4.865963612,-1.130635838,-2,5.200138553,449.9084751,443.5901733,122.440005,0.38030377,0.356541316,0.156255592,-0.413759182,-0.444444444,0.597026807,1.332456709,1.333333333,0.386415339,0.468875409,0.464285714,0.164907004,0.01412867,0,0.040002475,0.014625387,0,0.02392583,0.286949686,0,0.631125133,466.5620782,467.1324469,114.6456959,6060,4325
WROL2019_101,0.076137002,0,0.162594898,0.218401957,0.177978884,0.208774633,8.566311713,8,4.665183668,-1.0660697,-2,4.998401172,442.5805859,436.5766103,117.6918342,0.37871348,0.352261568,0.161139882,-0.39358901,-0.428571429,0.598719082,1.324932451,1.333333333,0.384460131,0.471112936,0.466666667,0.164394778,0.015833577,0,0.043741017,0.01457817,0,0.023906923,0.268495428,0,0.591309762,454.5810015,451.1674331,108.9373977,5823,4132
WROL2019_102,0.090455421,0,0.17514241,0.252807435,0.227272727,0.210887852,9.587315968,9,5.015429065,-0.375537939,-1,5.265135218,450.0513006,440.679933,121.40957,0.387572987,0.362860245,0.153834649,-0.290250203,-0.285714286,0.581532781,1.249305142,1.24137931,0.371073093,0.477781455,0.473684211,0.165149429,0.015682559,0,0.039839351,0.011960802,0,0.022383919,0.332706767,0,0.747666048,463.124517,459.0568957,116.5587866,5824,4415
WROL2019_103,0.080854844,0,0.171496021,0.232121633,0.2,0.215253588,8.948275862,8,4.826830488,-0.794284365,-1,5.032608567,442.0939375,434.5347158,121.2076487,0.383771595,0.3582968,0.157882153,-0.349197915,-0.367003367,0.621981361,1.298499804,1.292892157,0.389845797,0.472253209,0.466666667,0.172145928,0.018075659,0,0.048207857,0.013895036,0,0.024372233,0.319859402,0,0.709014191,459.2635043,455.2351525,112.3918047,5989,4234
WROL2019_104,0.072096225,0,0.158527432,0.21115538,0.176470588,0.205662186,8.458850932,8,4.809480706,-1.209627329,-2,4.996716547,442.1072042,435.671494,119.9519191,0.380403545,0.35214597,0.172421708,-0.429045137,-0.444444444,0.614445387,1.34702513,1.333333333,0.391088281,0.467567602,0.466666667,0.16466392,0.016197344,0,0.041235214,0.015309453,0,0.024317134,0.276595745,0,0.585970549,457.3608164,455.1089425,111.1784831,5568,3864
WROL2019_105,0.079018241,0,0.170866258,0.219207807,0.176470588,0.217638623,8.742059426,8,5.113852464,-1.150358607,-2,5.230792849,449.62535,444.6234416,124.6973269,0.388627343,0.358606338,0.173220104,-0.408976518,-0.444444444,0.629658382,1.332482777,1.327380952,0.408638582,0.472954308,0.466666667,0.17481701,0.012980513,0,0.041607874,0.015140852,0,0.024471958,0.278589854,0,0.638506815,464.5248252,466.1783967,113.8586348,5652,3904
WROL2019_106,0.070162796,0,0.165040935,0.199701779,0.145896657,0.212711057,8.439268868,8,5.131864519,-1.446933962,-2,5.427858503,455.8799625,454.6867992,121.6543594,0.393074356,0.361879998,0.180435245,-0.477483756,-0.533333333,0.624475778,1.374849476,1.384615385,0.40919847,0.464074168,0.461538462,0.169758996,0.013741589,0,0.041039829,0.016603963,0,0.024643177,0.338015803,0,0.703283734,472.2225485,475.1053104,108.1099641,4992,3392
WROL2019_107,0.067192784,0,0.161222282,0.204011009,0.157894737,0.210410283,7.921947125,7,4.626679565,-1.503986572,-2,4.785478319,431.4996891,430.5871463,112.8055141,0.388623314,0.34705082,0.186344307,-0.455445284,-0.5,0.62110094,1.363333044,1.363636364,0.402983338,0.475734051,0.470588235,0.160788102,0.01137575,0,0.040505116,0.017566939,0,0.025574341,0.243842365,0,0.603850379,441.2964107,445.1083702,97.30214877,3662,2383
WROL2019_108,0.081447646,0,0.180121509,0.230316329,0.189189189,0.22395166,8.828016311,8,4.93425314,-0.823698729,-1,5.303129363,436.7731818,429.700868,117.4599932,0.385342656,0.361932836,0.154273022,-0.314915496,-0.333333333,0.638327944,1.293986432,1.291666667,0.398194533,0.483034488,0.473684211,0.180722655,0.020553882,0,0.047761444,0.014607227,0,0.024974204,0.355727821,0,0.749761117,452.0724279,448.1944909,107.8472758,6018,4169
WROL2019_109,0.073353923,0,0.166418531,0.219775054,0.185185185,0.212758099,8.843099584,8,5.326529363,-1.311559398,-2,5.440254165,454.0684765,450.4765284,125.7179319,0.403085934,0.36584162,0.187158727,-0.393205429,-0.416666667,0.645538861,1.327842116,1.310344828,0.412044918,0.483655367,0.476190476,0.176579345,0.011090958,0,0.037719433,0.0154606,0,0.024489217,0.244258873,0,0.615748921,467.6637428,469.1142379,111.8556694,4589,3123
WROL2019_110,0.062128619,0,0.160798401,0.193769873,0.152680653,0.204616582,7.820668693,7,4.803831293,-1.396149949,-2,5.087486549,428.8879262,426.6436264,114.2323259,0.393052693,0.352018048,0.196149257,-0.506675624,-0.526315789,0.604380566,1.390749777,1.380952381,0.396803349,0.46291645,0.458333333,0.163794159,0.012376635,0,0.040304617,0.017863893,0,0.025758198,0.204712813,0,0.572920015,440.879109,443.1623699,92.07702927,3228,1974
WROL2019_111,0.073032808,0,0.17492828,0.175919804,0.090909091,0.214956292,7.597927186,7,5.206952163,-1.43130481,-3,6.264058984,444.2880201,438.7795907,125.6796991,0.376910139,0.345573322,0.172932198,-0.55949558,-0.65,0.640653593,1.437661378,1.47826087,0.411989553,0.446580099,0.4375,0.187934955,0.019471354,0,0.049814481,0.01894317,0,0.02651357,0.421388102,0,0.752163937,458.3244571,457.2209643,112.8683567,5951,3763
WROL2019_112,0.076537113,0,0.16620625,0.206855321,0.157894737,0.211516426,8.575090744,8,5.054123784,-1.268375681,-2,5.517377946,453.1587478,448.6293678,120.8388304,0.373003537,0.352156804,0.15317012,-0.43755505,-0.483803553,0.607216913,1.354790038,1.357142857,0.399832203,0.467656169,0.461538462,0.172475894,0.014512514,0,0.041428185,0.015307935,0,0.024146878,0.342375367,0,0.669594715,469.3862926,469.2862336,114.8959239,5984,4408
WROL2019_113,0.071278931,0,0.160801467,0.210545467,0.176470588,0.203678778,8.313225927,8,4.843972712,-1.236792806,-2,5.206253698,436.5416963,434.6409649,116.5120469,0.387162422,0.35592083,0.180326389,-0.430532732,-0.444444444,0.599212118,1.348020047,1.333333333,0.39168186,0.475808777,0.473684211,0.173021563,0.011733029,0,0.039492967,0.016211116,0,0.025178537,0.219976219,0,0.597917417,448.2853654,450.2531522,103.5182168,3978,2669
WROL2019_114,0.068206517,0,0.155587042,0.200536273,0.157894737,0.203616283,8.139309984,8,4.677543285,-1.459749085,-2,4.955443336,438.7436839,433.5363586,115.385034,0.37374734,0.347532235,0.164261263,-0.444424039,-0.470588235,0.594557104,1.364677784,1.363636364,0.389596746,0.472570164,0.466666667,0.1635699,0.013841401,0,0.040101569,0.01590724,0,0.02456684,0.276719138,0,0.577045577,452.7172562,451.2179917,108.6575348,5450,3826
WROL2019_115,0.059073841,0,0.153852341,0.180132873,0.128205128,0.200028232,7.684375,7,4.65289831,-1.78359375,-3,5.012610551,436.7431799,437.6849699,111.7132468,0.38376439,0.349050459,0.185286167,-0.526299676,-0.571428571,0.588903708,1.412480525,1.416666667,0.390402609,0.466548348,0.461538462,0.161505989,0.013042113,0,0.043012933,0.019104457,0,0.026251133,0.272822665,0,0.608989129,451.267111,453.2464859,96.90370051,3986,2560
WROL2019_116,0.072731265,0,0.176870944,0.194958765,0.126136364,0.223526851,7.618577075,7,5.108519623,-1.424242424,-2,5.27552478,430.4331059,423.6685178,118.54477,0.369063297,0.329799663,0.188631207,-0.518109161,-0.583333333,0.663198486,1.402956096,1.4375,0.429001674,0.455620881,0.45,0.169531991,0.016067062,0,0.044058338,0.017295232,0,0.025757337,0.325171401,0,0.673040435,439.1800935,439.2401963,104.0291602,4610,3036
WROL2019_117,0.071034883,0,0.190762131,0.156349838,0.043478261,0.242885267,6.969250758,6,5.678748764,-1.738414898,-3,6.857108122,446.5564818,438.6637673,125.6781336,0.393567687,0.335544926,0.214595563,-0.631306503,-0.705882353,0.642032058,1.499860876,1.555555556,0.428071191,0.448040327,0.4375,0.201741501,0.020616363,0,0.048475064,0.022356181,0,0.027318857,0.382936508,0,0.76556118,447.832031,443.3013726,109.5438889,4044,2309
WROL2019_118,0.066894261,0,0.169284863,0.185476049,0.130434783,0.208969897,7.387955182,7,4.77228342,-1.379551821,-2,5.216759915,420.8788124,417.4897793,114.8212115,0.385673281,0.339108757,0.200760324,-0.545227559,-0.583333333,0.609767451,1.416735956,1.421052632,0.404612118,0.453383304,0.45,0.164888892,0.015643993,0,0.042992671,0.019358912,0,0.026685147,0.317380353,0,0.706678777,430.6695275,431.6691065,99.26845592,3607,2142
