Watershed,dep_names,expl_names,nobs,p.value,r.squared,adj.r.squared,RMSE,statistic,df,r,p,r.sq.adj,r_labels,r2_labels
Connecticut,normalized.transformations,lulc_evenness,45,0.09661433391997544,0.06288170564901562,0.04108825694317875,1.3891365450633932,2.88534901005247,1,0.2507622492501923,< 0.1,0.04,r~'= '*0.25,r^2~'= '*0.04
Connecticut,normalized.transformations,PctDecid2019Ws,45,0.013761661391430152,0.13303574813367364,0.11287378878794518,1.3361287956152679,6.598354150627646,1,-0.364740658733947,< 0.1,0.11,r~'= '*-0.36,r^2~'= '*0.11
Connecticut,normalized.transformations,PctConif2019Ws,45,0.3109972637468424,0.02385993022641484,0.0011589983712151364,1.417763524835881,1.0510551011124998,1,-0.15446659906405294,n.s.,NA,NA,NA
Yakima,DOC_mgL,WsAreaSqKm,193,9.200928275034416e-20,0.3523886511886369,0.34899801585454604,0.3966903530579854,103.92997667592556,1,0.593623324330031,< 0.1,0.35,r~'= '*0.59,r^2~'= '*0.35
Yakima,DOC_mgL,tt_hr,193,5.4750102020438744e-17,0.3080562307529467,0.30443348850557994,0.4100433899375722,85.03399075020052,1,0.5550281351003269,< 0.1,0.30,r~'= '*0.56,r^2~'= '*0.30
Yakima,DOC_mgL,lulc_evenness,193,5.692757566632076e-12,0.22040108208407178,0.21631941235676333,0.4352412286614001,53.99777463851918,1,0.46946893622908836,< 0.1,0.22,r~'= '*0.47,r^2~'= '*0.22
Yakima,DOC_mgL,PctDecid2019Ws,193,8.26480540962011e-4,0.057001811012124676,0.05206464771899444,0.4786850269248053,11.545457913340487,1,0.2387505204436739,< 0.1,0.05,r~'= '*0.24,r^2~'= '*0.05
Yakima,DOC_mgL,PctConif2019Ws,193,2.428045023209192e-13,0.24532742100011123,0.2413762556650334,0.4282266573725341,62.08988999324454,1,-0.4953053815577938,< 0.1,0.24,r~'= '*-0.50,r^2~'= '*0.24
Yakima,number.of.peaks,WsAreaSqKm,193,0.5880136365021241,0.0015392652807983062,-0.0036882778329148103,437.8928655122718,0.29445290977332056,1,-0.03923347143445662,n.s.,NA,NA,NA
Yakima,number.of.peaks,tt_hr,193,0.2112913594363505,0.008168803432796207,0.0029759699429156017,436.436692889604,1.5730917328111669,1,-0.09038143300919825,n.s.,NA,NA,NA
Yakima,number.of.peaks,lulc_evenness,193,0.11216987087536814,0.013158666935751753,0.007991958385677234,435.33746073194055,2.5468181160638075,1,-0.1147112328229095,n.s.,NA,NA,NA
Yakima,number.of.peaks,PctDecid2019Ws,193,0.2215486864852385,0.007813430370495283,0.002618736288665491,436.5148735085392,1.5041175182625859,1,-0.08839361046192865,n.s.,NA,NA,NA
Yakima,number.of.peaks,PctConif2019Ws,193,0.07280794911738452,0.016753249471719314,0.011605360725498004,434.54387619870545,3.2543922950969906,1,0.1294343442511272,< 0.1,0.01,r~'= '*0.13,r^2~'= '*0.01
Yakima,AI_Mod.mean,WsAreaSqKm,193,6.672642036731628e-5,0.08008181226535219,0.07526548667511845,0.0148977077505027,16.62715918287108,1,0.28298730053723686,< 0.1,0.08,r~'= '*0.28,r^2~'= '*0.08
Yakima,AI_Mod.mean,tt_hr,193,0.001139887699754146,0.054049608131199155,0.04909698827848297,0.015107027802131523,10.913336726531911,1,0.2324857159723993,< 0.1,0.05,r~'= '*0.23,r^2~'= '*0.05
Yakima,AI_Mod.mean,lulc_evenness,193,0.30292661087864825,0.00555543547861006,3.489194339955093e-4,0.015489419320571988,1.0670159144820768,1,0.07453479374500245,n.s.,NA,NA,NA
Yakima,AI_Mod.mean,PctDecid2019Ws,193,0.7943248854215773,3.567004693385429e-4,-0.004877034083177856,0.015529854162974172,0.06815410024320578,1,0.018886515542538358,n.s.,NA,NA,NA
Yakima,AI_Mod.mean,PctConif2019Ws,193,0.22095606781825047,0.007833427050893628,0.002638837663725635,0.015471668207052508,1.5079973539860736,1,-0.08850664975522285,n.s.,NA,NA,NA
Yakima,normalized.transformations,WsAreaSqKm,193,7.830115296147651e-18,0.32185405912595816,0.31830355681771716,0.5323338250914692,90.65028865884805,1,0.5673218302920834,< 0.1,0.32,r~'= '*0.57,r^2~'= '*0.32
Yakima,normalized.transformations,tt_hr,193,3.4864268344060835e-12,0.22432486555759068,0.22026373919925346,0.5693278307053723,55.23710561161603,1,0.47362946018759333,< 0.1,0.22,r~'= '*0.47,r^2~'= '*0.22
Yakima,normalized.transformations,lulc_evenness,193,7.642644369879882e-15,0.2717929185404307,0.26798031601969996,0.5516326055736177,71.288028862851,1,0.5213376243284488,< 0.1,0.27,r~'= '*0.52,r^2~'= '*0.27
Yakima,normalized.transformations,PctDecid2019Ws,193,1.4972305057025227e-7,0.1348391410259827,0.13030950302088318,0.6012719041712999,29.76819358946075,1,0.36720449483357714,< 0.1,0.13,r~'= '*0.37,r^2~'= '*0.13
Yakima,normalized.transformations,PctConif2019Ws,193,2.342725143821697e-13,0.24560574417525669,0.24165603602957741,0.5614636773326804,62.183263956840186,1,-0.4955862631018509,< 0.1,0.24,r~'= '*-0.50,r^2~'= '*0.24
