num.trans.involved.in,sample,peak
1,RC2_0202,200.8055517
7,RC2_0202,201.1133055
1,RC2_0202,201.8021074
1,RC2_0202,202.8471956
3,RC2_0202,203.0925986
14,RC2_0202,206.1073915
13,RC2_0202,209.0092286
58,RC2_0202,209.0455803
7,RC2_0202,209.0457145
7,RC2_0202,209.0821175
6,RC2_0202,211.0248947
25,RC2_0202,211.0612573
9,RC2_0202,211.0613728
33,RC2_0202,211.0976304
7,RC2_0202,211.097752
1,RC2_0202,212.0201718
1,RC2_0202,213.0153954
40,RC2_0202,213.0769008
1,RC2_0202,213.9610047
2,RC2_0202,214.0593793
15,RC2_0202,215.0561782
45,RC2_0202,215.0925338
26,RC2_0202,215.1289345
43,RC2_0202,217.0717993
3,RC2_0202,217.1083285
4,RC2_0202,219.0300675
6,RC2_0202,220.1469186
61,RC2_0202,221.0455807
29,RC2_0202,221.0819869
1,RC2_0202,221.9718705
6,RC2_0202,222.0903254
58,RC2_0202,223.0248397
2,RC2_0202,223.0249701
40,RC2_0202,223.0612462
60,RC2_0202,223.0976079
66,RC2_0202,225.0404863
63,RC2_0202,225.0768783
61,RC2_0202,227.0561483
44,RC2_0202,227.0925419
1,RC2_0202,227.1005526
1,RC2_0202,227.128386
51,RC2_0202,227.1289076
7,RC2_0202,228.1605368
1,RC2_0202,228.9506089
48,RC2_0202,229.0354136
3,RC2_0202,229.071269
47,RC2_0202,229.0718072
2,RC2_0202,229.1076526
45,RC2_0202,229.1081903
41,RC2_0202,229.1445526
1,RC2_0202,229.2031609
1,RC2_0202,230.2023799
2,RC2_0202,230.9298643
43,RC2_0202,231.0510635
1,RC2_0202,231.0868989
48,RC2_0202,231.0874424
31,RC2_0202,231.1238449
4,RC2_0202,232.9278249
39,RC2_0202,233.0819403
48,RC2_0202,233.1030858
23,RC2_0202,233.1547007
44,RC2_0202,235.0248428
56,RC2_0202,235.061225
21,RC2_0202,235.0743229
42,RC2_0202,235.0976172
10,RC2_0202,235.0977497
7,RC2_0202,236.1054076
2,RC2_0202,236.9659403
29,RC2_0202,237.0041291
64,RC2_0202,237.0404904
70,RC2_0202,237.0768772
56,RC2_0202,237.1132636
1,RC2_0202,238.2302473
72,RC2_0202,239.0197304
2,RC2_0202,239.0555021
62,RC2_0202,239.0561165
3,RC2_0202,239.067398
1,RC2_0202,239.0919098
63,RC2_0202,239.0925097
44,RC2_0202,239.1289014
40,RC2_0202,241.0354243
1,RC2_0202,241.0536298
52,RC2_0202,241.0718073
2,RC2_0202,241.0922923
61,RC2_0202,241.1081834
2,RC2_0202,241.1358758
18,RC2_0202,241.1364762
49,RC2_0202,241.1445558
18,RC2_0202,242.0670585
4,RC2_0202,242.1398639
2,RC2_0202,242.175577
10,RC2_0202,242.1761835
43,RC2_0202,243.0510742
1,RC2_0202,243.0868382
58,RC2_0202,243.0874561
2,RC2_0202,243.1232016
58,RC2_0202,243.1238242
7,RC2_0202,243.1335387
28,RC2_0202,243.1601886
3,RC2_0202,244.1368803
1,RC2_0202,245.0005959
56,RC2_0202,245.0455539
4,RC2_0202,245.0489481
62,RC2_0202,245.0666936
1,RC2_0202,245.1024511
65,RC2_0202,245.103084
41,RC2_0202,245.1394872
3,RC2_0202,246.0639388
4,RC2_0202,246.1066127
35,RC2_0202,247.0248509
64,RC2_0202,247.0612052
20,RC2_0202,247.0743194
55,RC2_0202,247.0823441
50,RC2_0202,247.0976109
1,RC2_0202,247.1100475
11,RC2_0202,247.1106915
39,RC2_0202,247.1187463
3,RC2_0202,248.0432058
2,RC2_0202,248.9358677
19,RC2_0202,249.0041346
66,RC2_0202,249.0404817
13,RC2_0202,249.0535931
47,RC2_0202,249.0768876
15,RC2_0202,249.0899677
29,RC2_0202,249.1077186
28,RC2_0202,249.1132794
35,RC2_0202,249.1496328
5,RC2_0202,250.0722754
3,RC2_0202,250.089861
10,RC2_0202,250.1216041
9,RC2_0202,250.1449261
1,RC2_0202,250.9815745
